id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File,Scaled Capacity
1349,Lipno,Lipno republic,,,Czech Republic,Hydro,Reservoir,120.0,48.6363115404,14.233412535,,168.958742633
1350,Kamyk,Kamyk republic,,,Czech Republic,Hydro,Run-Of-River,40.0,49.6360091334,14.2501214974,,56.3195808775
1351,Strekov,Strekov republic,,,Czech Republic,Hydro,Run-Of-River,19.5,50.6496518987,14.0400360217,,27.4557956778
1352,Stechovice,Stechovice ps republic,,,Czech Republic,Hydro,Pumped Storage,67.5,49.8482963691,14.4130486718,,95.0392927308
1353,Slapy,Slapy republic,,,Czech Republic,Hydro,Reservoir,144.0,49.6052329232,14.5255342054,,202.750491159
1354,Vrane,Vrane republic,,,Czech Republic,Hydro,Run-Of-River,13.88,50.0154117993,15.4774928772,,19.5428945645
1355,Vaugris,Vaugris,,,France,Hydro,Run-Of-River,72.0,45.484916,4.820926,,76.0786615791
1356,Manosque,Manosque voix,,,France,Hydro,Run-Of-River,55.0,43.8529152403,5.82493833923,,58.1156442618
1357,Montahut,Montahut,,,France,Hydro,Reservoir,103.23,43.89975,3.2670255,,109.077781039
1358,Salon,Salon,,,France,Hydro,Run-Of-River,101.0,43.6368685,5.1047245,,106.721455826
1359,Laval cere,Laval cere &,,,France,Hydro,Reservoir,132.0,44.953386,1.943212,,139.477546228
1360,Rhue,Rhue,,,France,Hydro,Reservoir,12.0,45.3779625578,2.62845584106,,12.6797769299
1361,Bolozon,Cize bolozon,,,France,Hydro,Reservoir,23.0,46.1805,5.54083335,,24.3029057822
1362,Tuilieres,Tuilieres,,,France,Hydro,Run-Of-River,32.0,44.84365,0.643543,,33.8127384796
1363,Lardit,Lardy,,,France,Hydro,Reservoir,45.0,44.6758846795,2.59501066589,,47.5491634869
1364,Brillanne,Brillanne &,,,France,Hydro,Run-Of-River,30.0,43.9242115,5.90835,,31.6994423246
1365,Hautefage,Hautefage,,,France,Hydro,Reservoir,25.0,45.0781715,1.9669345,,26.4162019372
1366,Dalmas,Saint dalmas,,,France,Hydro,Reservoir,50.0,44.056432,7.394429,,52.8324038744
1367,Salignac,Salignac,,,France,Hydro,Run-Of-River,88.0,44.147965,5.980901,,92.9850308189
1368,Claux,Claux,,,France,Hydro,Reservoir,13.5,44.87531,6.4812665,,14.2647490461
1369,Pocinho,Pocinho,,,Portugal,Hydro,Run-Of-River,186.0,41.132224,-7.1171635,,180.347795538
1370,Canicada,Canicada,,,Portugal,Hydro,Reservoir,62.0,41.6554935,-8.205678,,60.1159318461
1371,Pracana,Pracana,,,Portugal,Hydro,Reservoir,41.0,39.5667355,-7.8438295,,39.7540839628
1372,Batak,Batak,,,Bulgaria,Hydro,Reservoir,46.8,41.9362945,24.19303335,,58.8714285714
1373,Ivaylovgrad,Ivaylovgrad,,,Bulgaria,Hydro,Reservoir,104.0,41.55851665,26.12036665,,130.825396825
1374,Sestrimo,Sestrimo,,,Bulgaria,Hydro,Run-Of-River,240.0,42.21253335,23.91623335,,301.904761905
1375,Krichim,Krichim,,,Bulgaria,Hydro,Reservoir,80.0,42.02089,24.46734985,,100.634920635
1376,Stouden kladenets,Studen kladenets,,,Bulgaria,Hydro,Reservoir,82.0,41.60975,25.64575,,103.150793651
1377,Kardjali,Kardzhali,,,Bulgaria,Hydro,Reservoir,106.0,41.6417,25.35333335,,133.341269841
1378,Peshtera,Peshtera,,,Bulgaria,Hydro,Reservoir,128.0,42.02341665,24.27895,,161.015873016
1379,Momina klissura,Momina klisura,,,Bulgaria,Hydro,Run-Of-River,124.0,42.22428335,23.95803335,,155.984126984
1380,Teshel,Teshel,,,Bulgaria,Hydro,Reservoir,60.0,41.66306665,24.25983335,,75.4761904762
1381,Tainionkoski,Tainionkoski finland,,,Finland,Hydro,Reservoir,62.0,61.1911230435,28.7679111664,,818.916666667
1382,Imatra,Imatra finland,,,Finland,Hydro,Reservoir,178.0,61.1693730435,28.7634611664,,2351.08333333
1383,Krokstrommen,Krokstrommen,,,Sweden,Hydro,Reservoir,109.0,62.04555,14.9002,,112.852303956
1384,Beverce,Beverce robertville,,,Belgium,Hydro,Reservoir,9.2,50.4327805,6.0332715,,9.37704918033
1385,Sault brenaz,Sault brenaz,,,France,Hydro,Run-Of-River,46.2,45.840214,5.410089,,48.8171411799
1386,Gervans,Gervans,,,France,Hydro,Run-Of-River,120.0,45.1559605,4.8105715,,126.797769299
1387,Bregnier cordon,Bregnier cordon,,,France,Hydro,Run-Of-River,75.34,45.61033335,5.76916665,,79.6078661579
1388,Beaucaire,Beaucaire,,,France,Hydro,Run-Of-River,210.0,43.8385334773,4.63530871582,,221.896096272
1389,Sablons,Sablons,,,France,Hydro,Run-Of-River,160.7,45.3138665,4.7860045,,169.803346052
1390,Chautagne,Chautagne,,,France,Hydro,Run-Of-River,91.0,45.899173,5.8295455,,96.1549750514
1391,Pierre benite,Pierre benite,,,France,Hydro,Run-Of-River,88.41,45.7014475,4.833556,,93.4182565307
1392,Soulom,Soulom,,,France,Hydro,Reservoir,57.0,42.9515,-0.06783335,,60.2289404168
1393,Gambsheim,Gambsheim,,,France,Hydro,Run-Of-River,108.0,48.6327105644,7.83097903442,,114.117992369
1394,Roznow,Roznow,,,Poland,Hydro,Reservoir,50.0,49.7666135,20.6803305,,54.8837209302
1395,Czchow,Czchow,,,Poland,Hydro,Run-Of-River,8.0,49.8236314059,20.6805585328,,8.78139534884
1396,Kesznyeten,Kesznyeten hernadviz hungary,,,Hungary,Hydro,Run-Of-River,4.4,47.96633335,21.0415,,6.875
1397,Debe,Debe,,,Poland,Hydro,Reservoir,21.2,52.444894,20.925118,,23.2706976744
1398,Myczkowce,Myczkowce,,,Poland,Hydro,Reservoir,8.822,49.4506020887,22.3694100086,,9.68368372093
1399,Zlatolicje,Zlatolicje poqwer,,,Slovenia,Hydro,Reservoir,144.0,46.5013611,15.71683335,,138.181818182
1400,Bostanj,Bostanj,,,Slovenia,Hydro,Run-Of-River,32.4,46.015822,15.2819,,31.0909090909
1401,Dravograd,Dravograd poqwer,,,Slovenia,Hydro,Reservoir,36.0,46.587328,15.0189835,,34.5454545455
1402,Plave,Plave poqwer,,,Slovenia,Hydro,Reservoir,42.1,46.047041,13.5991,,40.398989899
1403,Doblar,Doblar poqwer,,,Slovenia,Hydro,Reservoir,70.0,46.116836,13.688936,,67.1717171717
1404,Blanca,Arto blanca,,,Slovenia,Hydro,Run-Of-River,38.0,45.9868165,15.3907,,36.4646464646
1405,Fala,Fala poqwer,,,Slovenia,Hydro,Reservoir,58.0,46.5513945,15.451611,,55.6565656566
1406,Formin,Formin poqwer,,,Slovenia,Hydro,Reservoir,127.0,46.4113250026,15.952040065,,121.868686869
1407,Vuzenica,Vuzenica poqwer,,,Slovenia,Hydro,Run-Of-River,78.0,46.5948445,15.159761,,74.8484848485
1408,Solkan,Solkan poqwer,,,Slovenia,Hydro,Reservoir,32.0,45.9778945,13.652222,,30.7070707071
1409,Mariborski otok,Mariborski otok poqwer,,,Slovenia,Hydro,Reservoir,60.0,46.5619611,15.62548335,,57.5757575758
1410,Vuhred,Vuhred poqwer,,,Slovenia,Hydro,Reservoir,72.3,46.591161,15.2565,,69.3787878788
1411,Ozbalt,Ozbalt poqwer,,,Slovenia,Hydro,Reservoir,73.2,46.581922,15.4020445,,70.2424242424
1412,Djale,Djale,,,Croatia,Hydro,Reservoir,40.8,43.59641665,16.71783335,,44.9056603774
1413,Orlovac,Orlovac,,,Croatia,Hydro,Reservoir,237.0,43.5481,16.8272778,,260.849056604
1414,Ozalj,Ozalj,,,Croatia,Hydro,Run-Of-River,5.5,45.61048335,15.4698722,,6.0534591195
1415,Golubic,Golubic,,,Croatia,Hydro,Reservoir,7.5,44.08944445,16.20936665,,8.25471698113
1416,Zakucac,Zakucac,,,Croatia,Hydro,Reservoir,522.0,43.4514111,16.69565555,,574.528301887
1417,Gojak,Gojak,,,Croatia,Hydro,Run-Of-River,55.5,45.28250555,15.24595555,,61.0849056604
1418,Senj,Senj system,,,Croatia,Hydro,Reservoir,216.655,44.9661722,14.91671665,,238.456761006
1419,Cakovec,Cakovec,,,Croatia,Hydro,Run-Of-River,77.44,46.3478722,16.46419445,,85.2327044025
1420,Sklope,Sklope,,,Croatia,Hydro,Reservoir,22.5,44.72891665,15.22196665,,24.7641509434
1421,Dubrava,Dubrava,,,Croatia,Hydro,Run-Of-River,77.78,46.3280278,16.7454222,,85.606918239
1422,Varazdin,Varazdin,,,Croatia,Hydro,Run-Of-River,94.58,46.3261722,16.3030889,,104.097484277
1423,Vinodol,Vinodol system,,,Croatia,Hydro,Reservoir,90.0,45.22499445,14.67610555,,99.0566037736
1424,Kraljevac,Kraljevac,,,Croatia,Hydro,Run-Of-River,46.4,43.43104445,16.8873111,,51.0691823899
1425,Lanau,Lanau,,,France,Hydro,Reservoir,22.5,44.96216665,3.04316665,,23.7745817435
1426,Mallemort,Mallemort,,,France,Hydro,Run-Of-River,101.0,43.7233620571,5.19222644806,,106.721455826
1427,Vinon,Vinon,,,France,Hydro,Reservoir,32.5,43.7247535,5.8189035,,34.3410625183
1428,Grandval,Grandval,,,France,Hydro,Reservoir,74.1,44.97761665,3.07891665,,78.2976225418
1429,Orlu,Orlu,,,France,Hydro,Reservoir,88.8,42.6951565,1.8999955,,93.8303492809
1430,Argentiere,Argentiere bessee,,,France,Hydro,Reservoir,38.0,44.107929,6.6416185,,40.1526269445
1431,Lugo nazza,Lugo di nazza,,,France,Hydro,Reservoir,43.0,42.016018,9.2192675,,45.435867332
1432,Beauvoir,Beauvoir,,,France,Hydro,Run-Of-River,39.0,45.136461,5.3214375,,41.209275022
1433,Sainte tulle,Sainte tulle i&ii,,,France,Hydro,Run-Of-River,97.0,43.7877275,5.7706795,,102.494863516
1434,Golinhac,Golinhac,,,France,Hydro,Reservoir,45.0,44.4792889229,2.58918785095,,47.5491634869
1435,Quinson,Quinson,,,France,Hydro,Reservoir,41.0,43.7010055,6.0460605,,43.322571177
1436,Sautet,Sautet le,,,France,Hydro,Reservoir,76.0,44.8177035,5.927753,,80.3052538891
1437,Villeneuve lot,Lot,,,France,Hydro,Reservoir,28.6,44.5315,1.69033335,,30.2201350161
1438,George commiers,Saint georges commiers,,,France,Hydro,Reservoir,60.0,45.0222695,5.6946315,,63.3988846493
1439,Enchanet,Enchanet,,,France,Hydro,Reservoir,35.0,45.14933335,2.26366665,,36.9826827121
1440,Marcillac,Marcillac,,,France,Hydro,Reservoir,33.2,45.2418505,0.757106,,35.0807161726
1441,Nentilla,Nentilla,,,France,Hydro,Reservoir,97.0,42.7873115,2.2228715,,102.494863516
1442,Allement,Allement,,,France,Hydro,Reservoir,32.0,46.0354265,5.3825985,,33.8127384796
1443,Grangent,Grangent,,,France,Hydro,Reservoir,37.0,45.454925,4.243935,,39.095978867
1444,Ocana corse,Ocana,,,France,Hydro,Reservoir,42.5,41.9526655,8.9349475,,44.9075432932
1445,Castillon,Castillon,,,France,Hydro,Reservoir,68.0,43.864,6.52733335,,71.8520692692
1446,Champcella,Champcella,,,France,Hydro,Reservoir,12.0,44.8301855,6.573775,,12.6797769299
1447,Raiva,Raiva,,,Portugal,Hydro,Run-Of-River,24.0,40.316276,-8.2362355,,23.2706832953
1448,Cabril,Cabril,,,Portugal,Hydro,Run-Of-River,108.0,39.9105475,-8.132008,,104.718074829
1449,Regua,Regua,,,Portugal,Hydro,Run-Of-River,180.0,41.155663,-7.7341845,,174.530124715
1450,Crestuma lever,Crestuma lever,,,Portugal,Hydro,Run-Of-River,117.0,41.068605,-8.4932445,,113.444581064
1451,Vilar tabuaco,Vilar tabuaco,,,Portugal,Hydro,Reservoir,64.0,41.0516235,-7.551617,,62.0551554541
1452,Touvedo,Touvedo,,,Portugal,Hydro,Reservoir,22.2,41.80746,-8.356127,,21.5253820481
1453,Lindoso,Lindoso brazil,,,Portugal,Hydro,Run-Of-River,44.1,41.857436,-8.2713625,,42.7598805551
1454,Alto lindoso,Alto lindoso,,,Portugal,Hydro,Reservoir,630.0,41.7655952529,-8.20713264465,,610.855436501
1455,Fratel,Fratel,,,Portugal,Hydro,Run-Of-River,132.0,39.5262017007,-7.80910666962,,127.988758124
1456,Bemposta,Bemposta,,,Portugal,Hydro,Run-Of-River,401.0,41.3057725,-6.486389,,388.814333392
1457,Miranda douro,Miranda,,,Portugal,Hydro,Run-Of-River,390.0,41.326756,-7.026317,,378.148603548
1458,Koronowo,Koronowo,,,Poland,Hydro,Reservoir,26.0,53.294499134,17.9448415543,,28.5395348837
1459,Zur,Zur,,,Poland,Hydro,Reservoir,8.0,53.560754,18.358823,,8.78139534884
1460,Talarn,Talarn,,,Spain,Hydro,Reservoir,300.0,42.1827220783,0.906907529182,,335.915370831
1461,Wloclawek,Wloclawek,,,Poland,Hydro,Reservoir,160.2,52.6522835004,19.1008512146,,175.84744186
1462,Bielkowo,Bielkowo,,,Poland,Hydro,Reservoir,7.2,54.2649054849,18.5105522919,,7.90325581395
1463,Pilchowice,Pilchowice,,,Poland,Hydro,Reservoir,9.1,50.9715101543,15.6416757202,,9.9888372093
1464,Kastraki,Kastraki,,,Greece,Hydro,Reservoir,320.0,38.68144445,21.3859889,,331.988472622
1465,Platanovrisi,Platanovrisi,,,Greece,Hydro,Reservoir,122.4,41.25108335,24.42271665,,126.985590778
1466,Kilforsen,Kilforsen,,,Sweden,Hydro,Run-Of-River,288.0,63.48781665,16.83144,,298.178564581
1467,Tresna,Tresna,,,Poland,Hydro,Reservoir,23.0,49.742325168,19.2077748871,,25.2465116279
1468,Edling,Edling,,,Austria,Hydro,Run-Of-River,87.0,46.58151665,14.4256,,119.88017973
1469,Kaprun haupstufe limberg,Kaprun haupstufe,,,Austria,Hydro,Reservoir,240.0,47.2662732808,12.7497238205,,330.703944084
1470,Krsko,Krsko,,,Slovenia,Hydro,Run-Of-River,39.1,45.9670728218,15.4867333969,,37.5202020202
1471,Kremasta,Kremasta,,,Greece,Hydro,Reservoir,437.2,38.75384445,21.4515889,,453.57925072
1472,Fuhren,Fuhren,,,Switzerland,Hydro,Run-Of-River,10.0,46.60525165,7.95018335,,6.81033224692
1473,Plavinas,Plavinas latvia,,,Latvia,Hydro,Reservoir,883.5,56.593883805,25.2473683807,,901.18140736
1474,Kegums,Kegums latvia,,,Latvia,Hydro,Run-Of-River,264.0,56.7427994343,24.7178440613,,269.283408651
1475,Kaunas,Kaunas lithuania,,,Lithuania,Hydro,Reservoir,100.8,54.88707,23.95,,88.704
1476,Kiskore,Kiskore hungary,,,Hungary,Hydro,Reservoir,28.0,47.496585,20.50785,,43.75
1477,Reisseck kreuzeck,Kolbnitz reisseck kreuzeck,,,Austria,Hydro,Reservoir,138.1,46.79468335,14.08085,,190.292561158
1478,Walgauwerk,Walgau,,,Austria,Hydro,Run-Of-River,94.0,47.1954454309,9.67569890614,,129.525711433
1479,Vermunt,Vermunt,,,Austria,Hydro,Run-Of-River,157.0,46.96773335,10.0529,,216.335496755
1480,Obervermunt,Obervermunt,,,Austria,Hydro,Reservoir,29.0,46.94688335,10.0518,,39.9600599101
1481,Latschau,Latschau,,,Austria,Hydro,Run-Of-River,9.0,47.0742468948,9.87548262711,,12.4013979031
1482,Stratos,Stratos,,,Greece,Hydro,Reservoir,156.7,38.64869445,21.3655389,,162.570605187
1483,Pournari,Poyrnari,,,Greece,Hydro,Reservoir,341.0,39.1725278,21.0053889,,353.775216138
1484,Agras,Agras,,,Greece,Hydro,Run-Of-River,50.0,40.8059,22.0110278,,51.8731988473
1485,Plastira,Plastira,,,Greece,Hydro,Reservoir,129.9,39.3008278,21.83393335,,134.766570605
1486,Thisavros,Thesavros thesaurus,,,Greece,Hydro,Reservoir,384.0,41.36897665,24.35849,,398.386167147
1487,Vrhovo,Vrhovo,,,Slovenia,Hydro,Run-Of-River,34.5,46.056178,15.2038945,,33.1060606061
1488,Medvode,Medvode poqwer,,,Slovenia,Hydro,Reservoir,25.0,46.1396165,14.4237665,,23.9898989899
1489,Mavcice,Mavcice,,,Slovenia,Hydro,Reservoir,38.236,46.1836665,14.4124835,,36.6911111111
1490,Mariselu,Mariselu,,,Romania,Hydro,Reservoir,230.7,46.71728335,23.3295,,440.631386861
1491,Bradisor,Bradisor,,,Romania,Hydro,Reservoir,115.0,45.3549,24.1053,,219.647201946
1492,Beaumont durance,Beaumont,,,France,Hydro,Run-Of-River,44.0,43.735,5.753,,46.4925154095
1493,Brzeg dolny waly slaskie,Brzeg dolny waly slaskie,,,Poland,Hydro,Run-Of-River,12.72,51.2605,16.7656,,13.9624186047
1494,Ruieni,Ruieni,,,Romania,Hydro,Reservoir,140.0,45.426,22.4757,,267.396593674
1495,Remeti,Dragan remeti,,,Romania,Hydro,Reservoir,146.0,46.7889,22.7156,,278.856447689
1496,Gilceag,Galceag oasa,,,Romania,Hydro,Reservoir,150.0,45.5879,23.6279,,286.496350365
1497,Carrapatelo,Carrapatelo,,,Portugal,Hydro,Run-Of-River,201.0,41.0849,-8.1306,,194.891972598
1498,Valeira,Valeira,,,Portugal,Hydro,Run-Of-River,240.0,41.1605,-7.3742,,232.706832953
1499,Cassien,Saint cassien,,,France,Hydro,Reservoir,21.7,43.602,6.841,,22.9292632815
1500,Bosdornau,Boesdornau,,,Austria,Hydro,Run-Of-River,25.7,47.1516,11.8326,,35.412880679
1501,Val beneyte,Val beynette,,,France,Hydro,Reservoir,30.0,45.416,2.372,,31.6994423246
1502,Auzerette,Auzerette,,,France,Hydro,Reservoir,29.8,45.365,2.646,,31.4881127091
1503,Caldeirao,Caldeirao,,,Portugal,Hydro,Reservoir,40.0,40.5316,-7.3297,,38.7844721588
1504,Jaruga,Jaruga,,,Croatia,Hydro,Run-Of-River,7.516,43.805,15.9626,,8.27232704403
1505,Vidraru,Vidraru,,,Romania,Hydro,Reservoir,220.0,45.3667,24.6307,,420.194647202
1506,Belmeken,Belmeken,,,Bulgaria,Hydro,Pumped Storage,375.0,42.1995,23.858,,471.726190476
1507,Devin,Devin,,,Bulgaria,Hydro,Run-Of-River,80.0,41.7201,24.425,,100.634920635
1508,Orfeus,Orfeus bulgeria,,,Bulgaria,Hydro,Reservoir,165.0,41.9404,24.4471,,207.55952381
1509,Aleko,Aleko,,,Bulgaria,Hydro,Run-Of-River,66.0,42.1194,24.289,,83.0238095238
1510,Rosegg jakob,Rosegg st. jakob,,,Austria,Hydro,Run-Of-River,89.8,46.5696,14.0268,,123.738392411
1511,Malta unterstufe,Malta unterstufe moellbruecke,,,Austria,Hydro,Run-Of-River,41.0,46.833219,13.360147,,56.4952571143
1512,Saut mortier,Saut mortier,,,France,Hydro,Run-Of-River,44.0,46.372,5.642,,46.4925154095
1513,Largue,Largue,,,France,Hydro,Run-Of-River,12.0,43.854,5.859,,12.6797769299
1514,Bancairon,Bancairon,,,France,Hydro,Reservoir,50.7,44.003,7.137,,53.5720575286
1515,Tismana,Tismana motru,,,Romania,Hydro,Reservoir,106.0,45.0444,22.9472,,202.457420925
1516,Stejaru,Bicaz stejaru,,,Romania,Hydro,Reservoir,210.0,46.9386,26.1029,,401.094890511
1517,Reisach,,,,Germany,Hydro,Pumped Storage,100.26,49.52326785,12.27625425,,117.998138822
1518,Hjalta,,,,Sweden,Hydro,Run-Of-River,180.0,62.98336215,17.86660235,,186.361602863
1519,Gammelange,,,,Sweden,Hydro,Reservoir,78.0,61.8438382882,16.2238976373,,80.756694574
1520,Trangfors,,,,Sweden,Hydro,Reservoir,73.0,59.6333333,16.2,,75.5799833834
1521,Ramsele,,,,Sweden,Hydro,Reservoir,300.0,63.5459905,16.46914665,,310.602671439
1522,Blasjon,,,,Sweden,Hydro,Run-Of-River,58.0,60.73022685,14.21077935,,60.0498498115
1523,Turinge,,,,Sweden,Hydro,Reservoir,18.0,59.2,17.45,,18.6361602863
1524,Solleftea,,,,Sweden,Hydro,Reservoir,62.0,63.16728885,17.27185885,,64.191218764
1525,Hallforsens,,,,Sweden,Hydro,Reservoir,22.0,64.58335165,18.68780165,,22.7775292388
1526,Flasjo,,,,Sweden,Hydro,Reservoir,20.0,60.0833333,13.9833333,,20.7068447626
1527,Sil,,,,Sweden,Hydro,Reservoir,12.0,63.75,16.4166667,,12.4241068575
1528,Edsele,,,,Sweden,Hydro,Reservoir,60.0,63.38656585,16.56557815,,62.1205342877
1529,Bardufoss,,,,Norway,Hydro,Run-Of-River,30.0,69.0416440684,18.5906418848,,27.3746798929
1530,Lossen,,,,Sweden,Hydro,Reservoir,124.0,65.7976645,22.56855485,,128.382437528
1531,Mittan,,,,Sweden,Hydro,Run-Of-River,98.2,62.452977,13.19051765,,101.670607784
1532,Campo moro,,,,Italy,Hydro,Pumped Storage,36.5,46.26943865,9.87067285,,67.3306940701
1533,Blyberg,,,,Sweden,Hydro,Reservoir,15.1,61.148456,14.16474015,,15.6336677957
1534,Skymnas,,,,Sweden,Hydro,Reservoir,16.0,62.9166667,15.0166667,,16.5654758101
1535,Holjes,,,,Sweden,Hydro,Reservoir,130.0,60.9254165,12.573611,,134.594490957
1536,Landafors,,,,Sweden,Hydro,Reservoir,16.2,61.25,16.6333333,,16.7725442577
1537,Alfta,,,,Sweden,Hydro,Run-Of-River,33.8,61.3439143433,16.0409203052,,34.9945676488
1538,Halvfari,,,,Sweden,Hydro,Reservoir,24.0,61.29161335,14.29890185,,24.8482137151
1539,Kvarnsveden,,,,Sweden,Hydro,Reservoir,52.5,60.4858035024,15.437142849,,54.3554675018
1540,Mockfjard,,,,Sweden,Hydro,Reservoir,46.0,60.500753,14.96547685,,47.6257429539
1541,Jarpstrommen,,,,Sweden,Hydro,Reservoir,120.0,63.347249,13.47181915,,124.241068575
1542,Hermansboda,,,,Sweden,Hydro,Reservoir,12.0,62.5459,15.83836665,,12.4241068575
1543,Bullerforsen,,,,Sweden,Hydro,Reservoir,19.2,60.4973462512,15.4370434245,,19.8785709721
1544,Gullspang,,,,Sweden,Hydro,Reservoir,40.0,58.9862360062,14.1015756542,,41.4136895251
1545,Skedvi,,,,Sweden,Hydro,Reservoir,38.0,60.3990855,15.8043345,,39.3430050489
1546,Parteboda,,,,Sweden,Hydro,Run-Of-River,34.0,62.51710285,15.73733115,,35.2016360964
1547,Untra,,,,Sweden,Hydro,Reservoir,42.0,60.49043835,17.369592,,43.4843740014
1548,Tafjord,,,,Norway,Hydro,Run-Of-River,82.0,62.24059,7.42848665,,74.8241250405
1549,Svartafors,,,,Sweden,Hydro,Reservoir,5.32,58.4500055,15.48759915,,5.50802070684
1550,Ojeforsen,,,,Sweden,Hydro,Reservoir,28.3,62.25169385,15.66732135,,29.300185339
1551,Tanzmuhle rabenleite,,,,Germany,Hydro,Pumped Storage,35.0,49.54277465,12.30729465,,41.192248741
1552,Ovre fiskumfoss,,,,Norway,Hydro,Run-Of-River,39.0,64.53676565,12.46432035,,35.5870838607
1553,Norrange,,,,Sweden,Hydro,Reservoir,80.0,61.48640765,16.3909885,,82.8273790503
1554,Hafslund,,,,Norway,Hydro,Reservoir,31.0,59.279455,11.119565,,28.2871692226
1555,Velebit,,,,Croatia,Hydro,Pumped Storage,276.0,44.2006442,15.6816695,,303.773584906
1556,Fuzine,,,,Croatia,Hydro,Pumped Storage,4.6,45.3051315,14.71519625,,5.06289308176
1557,Edensforsen,,,,Sweden,Hydro,Run-Of-River,67.0,63.67857885,16.94457085,,69.3679299546
1558,Schwarzenbach,,,,Germany,Hydro,Pumped Storage,45.0,48.66963205,8.33811375,,52.961462667
1559,Kattstrupeforsen,,,,Sweden,Hydro,Reservoir,56.0,63.3261656045,14.5143453288,,57.9791653352
1560,Guadalami,,,,Italy,Hydro,Pumped Storage,85.0,37.9958484,13.28401825,,156.797506739
1561,Bargi psp,,,,Italy,Hydro,Pumped Storage,330.0,44.1482601,11.0738328,,608.743261456
1562,Sadva,,,,Sweden,Hydro,Reservoir,31.0,66.7585015,18.4997425,,32.095609382
1563,Svarthalsforsen,,,,Sweden,Hydro,Reservoir,80.1,63.03111465,16.56801235,,82.9309132741
1564,Laforsen,,,,Sweden,Hydro,Reservoir,64.0,61.9436865,15.51930785,,66.2619032402
1565,Kuhtai,,,,Austria,Hydro,Pumped Storage,292.0,47.2336232219,11.3123182452,,402.356465302
1566,Urdiceto,,,,Spain,Hydro,Pumped Storage,7.2,42.63344305,0.218299,,8.06196889994
1567,Lottefors,,,,Sweden,Hydro,Reservoir,13.76,61.4166667,16.4,,14.2463091967
1568,Vassinkoski,,,,Sweden,Hydro,Reservoir,10.0,61.4952575,14.69800565,,10.3534223813
1569,Noppikoski,,,,Sweden,Hydro,Reservoir,10.0,61.4949415,14.77142465,,10.3534223813
1570,Bergnas,,,,Sweden,Hydro,Reservoir,8.8,65.6833333,18.1666667,,9.11101169553
1571,Sorpe,,,,Germany,Hydro,Pumped Storage,10.08,51.35885355,7.9756951,,11.8633676374
1572,Spjutmo,,,,Sweden,Hydro,Reservoir,35.0,61.0835018,14.31737485,,36.2369783345
1573,Juktan vanligt,,,,Sweden,Hydro,Pumped Storage,361.0,65.0410834805,17.4285088812,,373.758547964
1574,Stalon,,,,Sweden,Hydro,Run-Of-River,110.0,64.872725,15.9222785,,113.887646194
1575,Lunersee,,,,Austria,Hydro,Pumped Storage,232.0,47.0534666223,9.75338591924,,319.680479281
1576,Kymmen,,,,Sweden,Hydro,Pumped Storage,56.0,59.9621635,12.7536605,,57.9791653352
1577,Klippen,,,,Sweden,Hydro,Run-Of-River,25.3,60.6098029805,15.1166703812,,26.1941586247
1578,Krangfors,,,,Sweden,Hydro,Reservoir,62.0,64.75,20.4666667,,64.191218764
1579,Sikfors,,,,Sweden,Hydro,Reservoir,50.0,65.52954865,21.17491735,,51.7671119064
1580,Rengard,,,,Sweden,Hydro,Reservoir,36.0,64.93342315,20.03990715,,37.2723205726
1581,Granfors,,,,Sweden,Hydro,Reservoir,40.0,64.1833333,20.3833333,,41.4136895251
1582,Moforsen,,,,Sweden,Hydro,Reservoir,139.0,63.368333,16.988333,,143.9125711
1583,Askara two,,,,Norway,Hydro,Run-Of-River,40.0,61.81216,5.6624,,36.4995731905
1584,Happurg,,,,Germany,Hydro,Pumped Storage,160.73099,49.48711,11.47441,,189.167740585
1585,Yngeredsfors,,,,Sweden,Hydro,Reservoir,18.8,57.0531,12.778165,,19.4644340768
1586,Pracomune,,,,Italy,Hydro,Pumped Storage,42.0,46.5478079,11.0070771,,77.4764150943
