id,Carma,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon
780,Mandeo Zarzo,,Mandeo Zarzo,Spain,Hydro,,26.8,43.234692,-8.017052
781,Cierreux,,Cierreux Tj,Belgium,Oil,,18.6,50.244402,5.930152
782,Zedelgem,,Zedelgem Tj,Belgium,Oil,,20.0,51.142355,3.136801
783,Noordschote,,Noordschote Tj,Belgium,Oil,,20.0,50.954802,2.810265
784,Zwijndrecht Lanxess,,Zwijndrecht Lanxess,Belgium,Natural Gas,,58.0,51.23821,4.340823
785,Gera Nord New,,Gera Nord,Germany,Natural Gas,,148.0,50.89085278,12.071416855
786,Zelzate,,Zelzate Tj,Belgium,Oil,,20.0,51.189633,3.80777
787,Deux Acren,,Deux Acren Tj,Belgium,Oil,,18.6,50.730261,3.853149
788,Beerse,,Beerse Tj,Belgium,Oil,,40.0,51.319266,4.853045
789,Schelle,,Schelle,Belgium,Wind,,4.5,51.1261520468,4.34114456177
790,Tunnsjo,,Tunnsjo,Norway,Hydro,,32.0,64.6833333,13.65
791,Zeebrugge,,Zeebrugge Tj,Belgium,Oil,,20.0,51.329015,3.181878
792,Doel,,Doel,Belgium,Nuclear,,3054.0,51.3247222222,4.2586111111
793,Sorfjord,,Sorfjord,Norway,Hydro,,88.0,68.7030556,15.7013889
794,Buda,,Buda Tj,Belgium,Oil,,20.0,50.9079040794,4.41547393799
795,Donzere,,Donzere Mondragon,France,Hydro,,354.0,44.440893,4.711792
796,Bocki ,,Bocki,Switzerland,Hydro,,8.7,46.81885,8.650516
797,Colladetes,,Les Colladetes,Spain,Wind,,36.63,40.8666667,0.7166667
798,Casas  Lazaro,,Castelo,Spain,Wind,,48.0,38.770561,-2.240443
799,Sudstadt,,SüDstadt,Germany,Natural Gas,,35.0,50.9358472,6.9549869
800,Koln Merheim,,Merheim,Germany,Natural Gas,,15.8,50.9358472,6.9549869
801,Nerea,,Nerea,Spain,Wind,,41.25,42.024761,-6.695556
802,Gidea,,Gidea,Sweden,Hydro,,18.45,63.55,18.6166667
803,Bjorna,,Bjorna,Sweden,Hydro,,17.0,63.5666667,18.55
804,Gidbole,,Gidbole,Sweden,Hydro,,13.5,63.4,19.05
805,Gideabacka,,Gideabacka,Sweden,Hydro,,15.8,63.3333333,19.1
806,Garona Verde,,Garona Verda,Spain,Natural Gas,,17.0,42.810764,0.710496
807,Truchas  Cinca,,Truchas Cinca,Spain,Natural Gas,,26.54,42.15191,0.222472
808,Fuente Piedra,,Becosa Fuente Piedra,Spain,Waste,,16.434,37.135264,-4.73
809,Bieudron,,Bieudron,Switzerland,Hydro,,1285.0,46.3406813,7.46059055
810,Nendaz,,Nendaz,Switzerland,Hydro,,408.0,46.1853368487,7.35893730635
811,Sama,,Sama,Norway,Hydro,,8.0,63.7166667,9.5666667
812,Urke,,Urke,Norway,Hydro,,9.95,62.2029,6.12722
813,Charmey,,Charmey Le Perré,Switzerland,Hydro,,5.27,46.619499,7.056743
814,Andasol (Guadix),,Andasol,Spain,Solar,,149.7,37.160117,-3.072042
815,Rendalen,,Rendalen,Norway,Hydro,,113.0,61.7333333,11.3833333
816,Ence Pontevedra,,Ence Pontevedra $$,Spain,Waste,,30.0,42.4166667,-8.6666667
817,Cortijo Guerra Enhol,,Noguera,Spain,Wind,,28.9,36.5281914357,-6.19010925293
818,Monte Seixo,,Monte Seixo Cando,Spain,Wind,,34.98,42.4,-8.4333333
819,Valdeconejos,,Valdeconejos,Spain,Wind,,32.3,40.79467,-0.810116
820,Sardon,,Sardon,Spain,Wind,,25.5,36.7702423663,-2.95429229736
821,Sierra Da Loba,,Serra Da Loba,Spain,Wind,,46.0,43.3125636191,-7.9146194458
822,Serra Do Cando,,Serra Do Cando,Spain,Wind,,29.23,42.4,-8.4333333
823,Cerradilla,,Cerradilla,Spain,Wind,,72.0,37.34485,-2.509129
824,Muela Norte,,Muela Norte Unificado,Spain,Wind,,29.75,41.580138,-1.117193
825,Aserpal,,Cogeneracio Asesa,Spain,Natural Gas,,14.254,43.0833333,-8.0666667
826,Celano Sadam,,Celano,Italy,Natural Gas,,180.0,42.0656815,13.543649
827,Jerez ( Mojo Gallardo),,Jerez,Spain,Wind,,46.2,36.686454,-6.136063
828,Cerro Oliva,,Oliva,Spain,Wind,,76.86,39.797707,-3.94434
829,Negredo,,Negredo,Spain,Wind,,18.0,41.326797,-3.314356
830,Majogazas ,,Majogazas,Spain,Wind,,49.5,38.672154,-2.409913
831,Caramonte,,Caramonte,Spain,Wind,,49.94,41.172235,-2.43476
832,Paramo,,Paramo Vega,Spain,Wind,,24.0,42.648719,-3.590431
833,Guijo,,Guijo,Spain,Wind,,111.6,41.098287,-2.574055
834,Earlsburn,,Earlsburn,United Kingdom,Wind,,38.0,56.4525719205,-4.0254352537
835,Cefn Croes,,Cefn Croes,United Kingdom,Wind,,59.0,52.3338909973,-3.79756553594
836,Vinkefallet,,Vinkelfallet,Norway,Hydro,,9.0,59.0963889,5.7083333
837,Sarp,,Sarp,Norway,Hydro,,90.0,59.28391,11.10962
838,Vamma,,Vamma,Norway,Hydro,,252.0,59.58326,11.16286
839,Schwedt,,Iks Pck Schwedt,Germany,Oil,,333.5,53.077741623,14.2590119199
840,Tanes,,Tanes,Spain,Hydro,,133.0,43.206608,-5.400455
841,Barca,,Barca,Spain,Hydro,,55.28,43.337651,-6.414516
842,Salime,,Salime,Spain,Hydro,,157.24,43.215536,-6.875698
843,Miranda Cantabrico,,Miranda,Spain,Hydro,,71.79,43.2824541424,-6.21817588806
844,Proaza,,Proaza,Spain,Hydro,,49.54,43.251775,-6.016333
845,Fagervollan,,Fagervollan,Norway,Hydro,,22.0,68.35,17.0166667
846,Sjona,,Sjona,Norway,Hydro,,60.0,68.35,17.0166667
847,Langfjord,,Langfjord,Norway,Hydro,,15.25,65.4625,12.19973
848,Forsland,,Forsland,Norway,Hydro,,8.0,67.5833333,15.7666667
849,Ildgrubfossen,,Ildgruben,Norway,Hydro,,7.0,68.35,17.0166667
850,Grytaga,,Grytaga,Norway,Hydro,,61.0,65.8333333,13.2
851,Kaldaga,,Kaldaga,Norway,Hydro,,19.0,68.045,15.7305556
852,Ajaure,,Ajaure,Sweden,Hydro,,86.0,65.7114983376,15.2583789825
853,Gejman,,Gejman,Sweden,Hydro,,66.0,65.095904961,17.1173107624
854,Stadsforsen,,Stadsforsen,Sweden,Hydro,,142.0,63.1799324,15.59875905
855,Peneda,,C.H. Peneda Modificada,Spain,Hydro,,11.0,42.2505671113,-8.13112735748
856,Werk Rheinfelden,,Rheinfelden,Germany,Hydro,,46.7,47.5782649,7.80503257609
857,Montpezat,,Montpezat,France,Hydro,,133.7,43.751367,6.0888
858,Callagheen,,Callagheen,United Kingdom,Wind,,17.0,54.536774775,-7.32338425484
859,Domeno,,Central Hidraulica Domeno,Spain,Hydro,,40.8,42.675787,-1.239507
860,Guijo  Granadilla,,Guijo Granadilla,Spain,Hydro,,52.8,40.193507,-6.16339
861,Cantalojas,,Cantalojas Mw,Spain,Wind,,24.0,41.234725,-3.246289
862,Los Almendros,,Almendros,Spain,Wind,,63.88,38.479167,-1.325
863,Sierra Menera,,Menera,Spain,Wind,,79.95,40.734189,-1.617203
864,Maza,,Maza,Spain,Wind,,72.45,39.6,-1.8
865,Cotera,,Cotera,Spain,Wind,,18.0,43.359831,-4.34927
866,Lubian,,Lubian,Spain,Wind,,50.0,42.035687,-6.905408
867,Millares,,C.H. Millares,Spain,Hydro,,70.17,39.25,-0.7666667
868,Gabriel Y Galan,,Gabriel Galan,Spain,Hydro,,110.4,40.193507,-6.16339
869,Callejas,,Callejas,Spain,Wind,,49.5,39.6,-1.8
870,Conso,,Conso,Spain,Hydro,,268.02,42.1666667,-7.1833333
871,Pedro Iberdrola ,,Pedro,Spain,Hydro,,57.47,42.4171203547,-7.74982452393
872,Coldham,,Coldham,United Kingdom,Wind,,16.0,52.3929746338,-0.1872128873
873,Prejano,,Prejano Enciso,Spain,Wind,,37.6,42.186476,-2.179975
874,Larriba Hornillos,,Hornillos,Spain,Wind,,58.0,42.188998,-2.295061
875,Wolf Bog,,Wolf Bog,United Kingdom,Wind,,10.0,54.7666667,-6.0166667
876,Somolinos,,Somolinos,Spain,Wind,,10.6,41.2460630522,-3.06003570557
877,Cerro Palo,,Palo,Spain,Wind,,49.5,39.40849,-2.201728
878,Lafortunada Cinca,,Lafortunada Cinca,Spain,Hydro,,42.0,42.574054,0.182409
879,Soutelo,,Soutelo,Spain,Hydro,,213.64,43.300394,-6.923518
880,Wether Hill,,Wether,United Kingdom,Wind,,18.0,60.4333333,-1.15
881,Santurce,,Ct Santurce,Spain,Oil,,1336.23,43.3284244401,-3.03248405457
882,Reventones,,Reventones,Spain,Wind,,34.0,38.479167,-1.325
883,Fuendetodos,,Fuendetodos,Spain,Wind,,93.6,41.342449,-0.959883
884,Santiago Jares,,Santiago Jares,Spain,Hydro,,53.15,43.49489,-7.242148
885,Valparaiso,,Valparaiso,Spain,Hydro,,67.5,42.022834,-6.330268
886,Dona Benita,,Dona Benita Cuellar,Spain,Wind,,32.0,36.686454,-6.136063
887,Bullana,,Bullana,Spain,Wind,,38.0,42.968437,-7.085408
888,Eggborough,,Eggborough,United Kingdom,Coal,,2035.0,53.8222816,-1.1459802258
889,Green Knowes,,Green Knowes,United Kingdom,Wind,,27.0,56.5039157151,-3.87044533058
890,Saussaz,,Saussaz,France,Hydro,,146.0,45.218424,6.472575
891,Cabezuelo,,Cabezuelo,Spain,Wind,,30.0,39.2333333,-1.75
892,Serra  Meira,,Serra Meira,Spain,Wind,,49.3,43.2133709635,-7.29372024536
893,Milazzo  ,,Milazzo,Italy,Natural Gas,,165.68,38.22098545,15.23989795
894,Red Tile,,Red Tile,United Kingdom,Wind,,24.0,52.6253115743,-0.31088072889
895,Layna,,Layna,Spain,Wind,,50.0,41.099143,-2.30439
896,Passy,,Passy,France,Hydro,,109.4,45.920277,6.687651
897,Hartlepool,,Hartlepool,United Kingdom,Nuclear,,1390.0,54.635,-1.1808333333
898,Puente Bibey,,Puente Bibey,Spain,Hydro,,312.41,42.309624996,-7.23209381104
899,Bissorte,,Super Bissorte,France,Hydro,,821.5,45.76347,6.613908
900,High Hedley Hope,,High Hedley,United Kingdom,Wind,,7.45,52.6697712717,-1.88311800884
901,Cold Northcott,,Cold Northcott,United Kingdom,Wind,,7.0,50.6158793332,-3.15613173208
902,Cedegolo Edison,,Cedegolo,Italy,Hydro,,130.0,46.076697,10.349562
903,Dirinon,,Dirinon,France,Oil,,171.692,48.397751,-4.270165
904,Vitry Arrighi,,Arrighi,France,Oil,,254.0,48.787159,2.403322
905,Centenar,,Centenar,Spain,Wind,,40.0,36.538950079,-5.38681983948
906,Walkaway,,Walkway,United Kingdom,Wind,,14.0,50.4938840275,-4.76814316924
907,Llangwyryfon,,Llangwyryfon,United Kingdom,Wind,,9.35,52.3541469668,-3.91092641775
908,Deeping St Nicholas,,Deeping,United Kingdom,Wind,,16.0,53.189954225,-1.55257775342
909,Unteropfingen,,Unteropfingen,Germany,Hydro,,14.2,48.0591516244,10.128364563
910,Langley,,Langley Park,United Kingdom,Wind,,8.0,52.21415785,-2.2676144
911,Glems,,Pumpspeicherkraftwerk Glems,Germany,Hydro,,90.64,48.5079227316,9.30990660487
912,Hunterston B,,Hunterston,United Kingdom,Nuclear,,1320.0,55.0,-4.0
913,Marghera Azotati,,Azotati,Italy,Natural Gas,,264.2,45.44415095,12.2792394
914,Saint Guillerme,,Saint Guillerme,France,Hydro,,116.0,45.054847,6.029845
915,Hinkley Point B,,Hinkley Point,United Kingdom,Nuclear,,1390.0,51.0,-3.0
916,Dungeness B,,Dungeness,United Kingdom,Nuclear,,1320.0,50.9138888889,0.9638888889
917,Iffezheim,,Rheinkraftwerk Iffezheim,Germany,Hydro,,146.0,48.8222128594,8.14201371927
918,Monteferrante,,Monteferrante,Italy,Wind,,105.24,41.954734,14.388419
919,Brindisi Nord,,Brindisi Nord,Italy,Coal,,1280.0,40.63439915,17.9427628
920,Somplago,,Somplago,Italy,Hydro,,220.0,46.3705556,13.0436111
921,Mese,,Mese,Italy,Hydro,,164.34,46.306294,9.382335
922,Zas,,Eolica Zas,Spain,Wind,,24.0,42.9166667,-8.7666667
923,Campollano Pta Huelo,,Campana,Spain,Wind,,41.65,38.9497,-2.35419
924,Boqueron,,Boqueron Unificado,Spain,Wind,,71.5,41.834122,-1.532708
925,Gendorf,,Industriepark Werk Gendorf,Germany,Natural Gas,,52.93,48.1666891,12.73060665
926,Corme,,Corme G,Spain,Wind,,18.3,43.2432645245,-8.9008140564
927,Las Lomillas,,Lomillas,Spain,Wind,,61.5,39.5,-2.1666667
928,Baos Y Pumar,,Baos Pumar,Spain,Wind,,30.6,43.4118024752,-6.26023292542
929,Sierra  Cortado,,Cortado,Spain,Wind,,36.48,41.73892,-2.169678
930,Belmonte,,Belmonte,Spain,Wind,,34.85,43.2824541424,-6.21817588806
931,Borja,,Borja,Spain,Wind,,37.66,41.834122,-1.532708
932,Dehesica,,Dehesica,Spain,Wind,,28.5,39.2166667,-2.15
933,Hoya Gonzalo,,Hoya Gonzalo,Spain,Wind,,49.5,38.957904,-1.556794
934,Planas  Pola,,Pansas,Spain,Wind,,35.64,41.918037,-1.253428
935,Sotonera,,Sotonera,Spain,Wind,,18.9,42.015412,-0.761502
936,Santa Quiteria Edp,,Santa Quiteria,Spain,Wind,,36.0,42.042549,-0.581406
937,Enix,,Enix,Spain,Wind,,13.2,36.877325,-2.601803
938,Curiscao,,Curiscao,Spain,Wind,,42.5,43.4118024752,-6.26023292542
939,Navica,,Navica,Spain,Wind,,30.0,39.2166667,-2.15
940,Froidchapelle Edp,,Froidchapelle,Belgium,Wind,,25.0,50.151059,4.327423
941,Munera Edp,,Munera,Spain,Wind,,70.2,39.042167,-2.480684
942,Magallon ,,Magallon,Spain,Wind,,50.8,41.832478,-1.459792
943,Tahivilla,,Tahivilla,Spain,Wind,,30.0,36.01393,-5.606949
944,Rabosera,,Rabosera,Spain,Wind,,31.35,42.048177,-0.910253
945,Ponte Rebordelo,,Ponte Rebordelo,Spain,Wind,,40.3,43.008363,-9.113281
946,Dehesa  Cosojar,,Dehesa Coscojar,Spain,Wind,,30.0,41.900642,-1.41994
947,Aguila Edp,,Aguila,Spain,Wind,,19.5,41.791019,-1.213567
948,Monte  Las Navas,,Navas,Spain,Wind,,48.84,40.602442,-4.334488
949,Juan  Bargas,,Juan Bargas Unif. Ver Re,Spain,Wind,,44.8,41.815718,-1.488188
950,Krefeld,,Mkva Krefeld,Germany,Waste,,33.1,51.3332269,6.5645005
951,Strandfossen,,Strandfossen,Norway,Hydro,,26.0,60.88191,11.56231
952,Lutufallet,,Lutufallet,Norway,Hydro,,15.0,61.31484,12.26374
953,Osfallet,,Osfallet,Norway,Hydro,,6.0,61.1333333,11.3833333
954,Osa,,Osa,Norway,Hydro,,96.0,61.13484,11.36409
955,Sagnfossen,,Sagnfossen,Norway,Hydro,,7.0,61.31484,12.26374
956,Mesna,,Mesna,Norway,Hydro,,42.0,61.11514,10.46628
957,Lopet,,Lopet,Norway,Hydro,,28.0,61.1333333,11.3833333
958,Rugeley B,,Rugeley,United Kingdom,Coal,,1050.0,52.6311897,-1.94308133185
959,Vittingfoss,,Vittingfoss,Norway,Hydro,,22.0,59.4833333,10.0166667
960,Montarguli,,Montargull,Spain,Wind,,44.0,42.0166667,2.7166667
961,Forques,,Les Forques,Spain,Wind,,30.0,41.4833333,1.2333333
962,Farrapa,,Farrapa,Spain,Wind,,30.0,43.3666667,-7.4833333
963,Pont Ventoux Susa,,Pont Ventoux,Italy,Hydro,,150.0,45.0901238,6.93493735
964,Los Castrios,,Castrios,Spain,Wind,,26.4,38.15,-1.0166667
965,Carcelen,,Carcelen,Spain,Wind,,49.6,39.102024,-1.308787
966,Lezuza,,Lezuza,Spain,Wind,,30.0,38.9497,-2.35419
967,Herreria,,Herreria,Spain,Wind,,44.8,36.01393,-5.606949
968,Pena Grande Y Silan,,Grande,Spain,Wind,,44.76,42.4666667,-8.4666667
969,Caparroso,,Caparroso,Spain,Wind,,30.1,42.341293,-1.64962
970,Monte Farelo,,Farelo,Spain,Wind,,28.8,43.723013,-7.66118
971,Bandera,,Plana Bandera,Spain,Wind,,31.35,42.020866,-1.485263
972,Montes  Cierzo,,Montes Cierzo,Spain,Wind,,59.5,42.0616560638,-1.60451889038
973,Gregorio,,Gregorio,Spain,Wind,,15.0,42.032494,-1.525907
974,Monte Cabezas,,Monte Cabeza,Spain,Wind,,73.6,42.65193,-7.95519
975,Paramo  Pozo,,Paramo Poza,Spain,Wind,,99.75,42.665415,-3.5014
976,Plana  Jarreta,,Plana Jarreta,Spain,Wind,,49.5,41.580138,-1.117193
977,Lee Hydro,,Lee,Ireland,Hydro,,27.39,51.8833333,-8.6333333
978,Rhyl Flats,,Rhyl Flats,United Kingdom,Wind,,90.0,52.7885881615,-3.66056477032
979,Grono,,Grono,Switzerland,Hydro,,37.5,46.246788,9.149258
980,Lostallo,,Lostallo,Switzerland,Hydro,,25.0,46.7638051,8.3903269
981,Bramois,,Bramois Groupe,Switzerland,Hydro,,27.35,46.6033209,7.91199915
982,Cantiruelas,,Cantiruela,Spain,Wind,,15.0,41.880445,-4.362428
983,Fomentara,,Formentera Turbina,Spain,Oil,,14.0,38.7,1.4666667
984,Almaren,,Almaren Unificado,Spain,Wind,,11.9,41.485954,-1.595011
985,Tawnaghmore,,Tawnaghmore,Ireland,Oil,,104.0,54.1166667,-9.1666667
986,Leboreiro Endesa,,Leboreiro,Spain,Wind,,21.12,43.466846,-7.723832
987,Arona,,Arona,Spain,Oil,,50.0,28.0996194056,-16.681022644
988,Cortijo  Iruelas,,Cortijo Iruelas,Spain,Wind,,13.6,37.3166667,-4.05
989,Bustelo ,,Bustelo,Spain,Wind,,24.7,43.466846,-7.723832
990,Guia  Isora,,Guia Isora,Spain,Oil,,50.0,28.2115416727,-16.7794704437
991,Barranco  Tirajana,,Barranco Tirajana,Spain,Oil,,676.26,29.000934035,-13.6130046844
992,Arico,,Arico Antes Finca Mogan,Spain,Wind,,17.49,28.177047,-16.482957
993,Alcudia,,Alcudia,Spain,Coal,,585.0,39.810605,3.091257
994,Castilfrio Cetasa,,Castilfrio,Spain,Wind,,26.4,41.7640137422,-2.46883392334
995,Sierra  Madero,,Madero,Spain,Wind,,28.71,41.779013,-1.983913
996,Carballeira,,Carballeira,Spain,Wind,,24.42,42.4168352123,-7.76397585869
997,Cayo Cetasa,,Cayo,Spain,Wind,,26.4,41.7640137422,-2.46883392334
998,Valpardo,,Valpardo,Spain,Wind,,21.5,40.593977,-4.411492
999,Carba,,Carba,Spain,Wind,,19.8,43.3,-7.6833333
1000,Las Pardas,,Pardas,Spain,Wind,,49.5,41.880445,-4.362428
1001,Rudeo,,Ruedo,Spain,Wind,,30.68,37.356167,-4.988959
1002,Xoan,,Xoan,Spain,Wind,,15.84,42.6833333,-7.2333333
1003,Alto Palancio,,Palancia,Spain,Wind,,94.0,40.0166667,-0.65
1004,Punta Grande,,Punta Grande Diesel,Spain,Oil,,215.54,28.9630174756,-13.5476875305
1005,Ibiza,,Ibiza Turbina,Spain,Oil,,221.3,38.9088342822,1.43296480179
1006,Rhode Peaker,,Rhode,Ireland,Oil,,104.0,53.3522222,-7.2016667
1007,Koegorspolder,,Koegorspolder,Netherlands,Wind,,44.0,51.33065335,3.83404455
1008,Waalwijk,,Ecopark Waalwijk,Netherlands,Wind,,8.408,51.6888264,5.06879456707
1009,Afrikhavn,,Afrikahaven,Netherlands,Wind,,27.0,52.3742316023,4.89384204759
1010,Herkingen,,Herkingen,Netherlands,Wind,,8.3,51.730643125,4.11163498425
1011,Van Pallandt ,,Pallandt,Netherlands,Wind,,14.0,51.727829125,4.18505798424
1012,Lopik,,Lopik,Netherlands,Wind,,6.0,51.97389245,4.94889285
1013,Princess Amalia,,Princess Amalia,Netherlands,Wind,,120.0,52.3519246857,4.48350389254
1014,Hartel,,Hartelbrug,Netherlands,Wind,,36.0,51.925149025,4.48389513463
1015,Quereno,,Quereno,Spain,Hydro,,36.46,42.449602,-6.947579
1016,Cimego ,,Cimego,Italy,Hydro,,229.9,45.9270455,10.62656275
1017,Lana,,Lana,Italy,Hydro,,121.8,46.60989775,11.1585987
1018,Pena Forcada,,Forcada,Spain,Wind,,33.8,43.131146,-9.181715
1019,Villa Gargnano,,Gargnano,Italy,Hydro,,139.62,45.688614,10.6621883
1020,Portoscuso,,Portoscuso,Italy,Oil,,320.0,39.64800175,8.7047331
1021,Malpica,,Malpica,Spain,Wind,,16.575,43.3228049378,-8.81052017212
1022,Pedro Manzanal,,Manzanal,Spain,Wind,,33.75,42.028599,-2.231036
1023,Montamara,,Montamara,Spain,Hydro,,92.42,42.621379,1.248929
1024,Sesue,,Sesue,Spain,Hydro,,36.0,42.551308,0.472115
1025,Marzocco,,Livorno Marzocco,Italy,Oil,,310.0,43.54263345,10.31601725
1026,Llavorsi Cardos,,Llavorsi Cardos,Spain,Hydro,,52.8,42.495149,1.211007
1027,Capriati(Lete Sava),,Capriati,Italy,Hydro,,115.0,41.468622,14.14542
1028,Pena Armada,,Armada,Spain,Wind,,20.7,43.0321332915,-7.79514312744
1029,Arties,,Arties,Spain,Hydro,,68.0,41.798001,1.954283
1030,Pont  Rey,,Pont Rei,Spain,Hydro,,46.4,42.838364,0.738999
1031,Provvidenza,,Provvidenza,Italy,Hydro,,141.0,43.4494496,12.24906875
1032,Lanuza,,Lanuza,Spain,Hydro,,52.69,42.72381263,-0.28169631958
1033,Guadalmena,,Guadalmena,Spain,Hydro,,15.2,38.311867,-3.042194
1034,Barrados,,Barrados,Spain,Hydro,,16.0,42.7333333,0.7166667
1035,Melilla (Malaga),,Melilla,Spain,Oil,,56.52,35.29,-2.94
1036,Seros,,Seros,Spain,Hydro,,44.6,41.4833333,0.4666667
1037,Eume,,Eume,Spain,Hydro,,54.4,43.426973,-8.067068
1038,Guillena,,Guillena,Spain,Hydro,,210.0,37.5426207602,-6.05625629425
1039,Riba Roja,,Riba Roja,Spain,Hydro,,262.8,41.25,0.4833333
1040,Corzan,,Corzan,Spain,Wind,,36.0,42.904016,-8.742734
1041,Coucepenido,,Os Corvos Coucepenido,Spain,Wind,,33.0,43.6833333,-7.85
1042,Villanua,,Villanua,Spain,Hydro,,13.2,42.679705,-0.537686
1043,Escales,,Escales,Spain,Hydro,,36.0,42.3161465439,0.746319293976
1044,Susqueda,,Susqueda,Spain,Hydro,,88.55,41.977765,2.516524
1045,Flix Endesa,,Flix,Spain,Hydro,,52.52,41.2307423044,0.55007815361
1046,Loch Gair,,Loch Gair,United Kingdom,Hydro,,6.0,56.4242820993,-4.72601693886
1047,Bargi Psp,,Bargi,Italy,Hydro,,330.0,44.170457,11.088812
1048,Caldes,,Caldes,Spain,Hydro,,32.64,42.5046294058,0.800564289093
1049,Fadalto,,Fadalto,Italy,Hydro,,210.0,45.98319,12.29990515
1050,Valle Secolo,,Valle Secolo,Italy,Geothermal,,120.0,43.298935,10.872821
1051,Couto S Sebastian,,Couto Sebastian,Spain,Wind,,18.0,42.696049,-8.24653
1052,Caldereros,,Caldereros,Spain,Wind,,69.1,40.776694,-1.649786
1053,Prada,,Prada,Spain,Hydro,,70.72,42.316743,-7.027391
1054,Torbole,,Torbole,Italy,Hydro,,124.6,45.8695130708,10.8756065369
1055,Piombino Enel,,Piombino Termica,Italy,Oil,,1280.0,42.9381065,10.5330045
1056,Riva  Garda,,Riva Garda Nuovo,Italy,Hydro,,213.1,45.8852685778,10.8404305865
1057,Pueyo,,Pueyo,Spain,Hydro,,14.3,42.376352,-0.002612
1058,Bosost,,Bossost,Spain,Hydro,,21.6,42.7833333,0.7
1059,Salient,,Sallent,Spain,Hydro,,17.04,42.7712741444,-0.334482192993
1060,Termens,,Termens,Spain,Hydro,,12.0,41.7166667,0.7666667
1061,Ilanz  (Panix),,Ilanz,Switzerland,Hydro,,52.5,46.4271368598,8.20855723913
1062,Agustin,,Agustin,Spain,Hydro,,65.28,42.1794973838,-7.11218833923
1063,Taloro,,Taloro,Italy,Hydro,,240.0,40.095654,9.162334
1064,Vielha,,Vielha,Spain,Hydro,,22.0,42.7019605619,0.795564651489
1065,Penadrada,,Penadrada,Spain,Hydro,,38.17,42.820561,-6.487473
1066,Ip,,Ip,Spain,Hydro,,88.85,42.716277216,-0.52562713623
1067,Sarra,,Sarra,Spain,Hydro,,28.86,42.7712741444,-0.334482192993
1068,Cornatel,,Cornatel,Spain,Hydro,,130.66,42.449602,-6.947579
1069,Iznajar,,Iznajar,Spain,Hydro,,76.8,37.266655,-4.414322
1070,Duque,,Duque,Spain,Hydro,,12.8,36.9401510172,-3.36095809937
1071,Do Vilan,,Do Vilan,Spain,Wind,,16.9,43.131146,-9.181715
1072,Santa Marina,,Santa Marina,Spain,Hydro,,34.68,42.699547,-6.512359
1073,S Giacomo Sul Vomano,,S.Giacomo,Italy,Hydro,,490.0,42.55304,13.535891
1074,Biescas,,Biescas,Spain,Hydro,,64.4,42.628970046,-0.321350097656
1075,Lanzada,,Lanzada,Italy,Hydro,,189.01,46.269297,9.869247
1076,Venaus (Mont Cenis),,Venaus,Italy,Hydro,,240.0,45.158443,7.008106
1077,Termini Imerese,,Termini Imerese C.Le,Italy,Natural Gas,,1340.0,37.969167,13.748333
1078,Grado Endesa,,Grado,Spain,Hydro,,45.76,42.15191,0.222472
1079,Stassfurt,,Gud Ikw StaßFurt,Germany,Natural Gas,,132.0,51.8590591,11.5881394
1080,Maddaloni,,Maddaloni,Italy,Natural Gas,,352.0,41.0400222,14.3768249
1081,Castelo,,Montes Castejon,Spain,Wind,,22.5,43.238384,-8.384261
1082,Larino,,Larino Tg,Italy,Natural Gas,,250.0,41.8110355,14.967733
1083,Augusta,,Augusta C.Le,Italy,Oil,,210.0,37.22263465,15.19871775
1084,Ribadelago,,Ribadelago,Spain,Hydro,,35.96,42.1043996603,-6.6625213623
1085,Montorio,,Montorio,Italy,Hydro,,110.1,42.62221565,13.6683227
1086,Sau,,Sau,Spain,Hydro,,56.0,41.947002,2.384404
1087,Aldeavieja,,Aldeavieja,Spain,Wind,,14.52,40.743111,-4.470959
1088,Mequinenza,,Mequinenza,Spain,Hydro,,324.0,41.3721067929,0.301694869995
1089,Porto Endesa,,Porto,Spain,Hydro,,17.6,42.167366,-6.899343
1090,Porto Empedocle,,Porto Empedocle C.Le,Italy,Oil,,140.0,37.312345,13.507123
1091,Seira,,Seira,Spain,Hydro,,37.01,42.476962,0.431267
1092,Bembezar,,Bembezar,Spain,Hydro,,15.12,37.8333333,-5.2333333
1093,Mediano,,Mediano,Spain,Hydro,,66.97,42.3226991462,0.243759155273
1094,Tabescan Inferior,,Tavascan Inferior,Spain,Hydro,,32.04,42.621379,1.248929
1095,Soverzene,,Soverzene,Italy,Hydro,,213.5,46.2058943,12.30319905
1096,Camarasa,,Camarasa,Spain,Hydro,,60.0,41.874859,0.878136
1097,Terradets,,Terradets,Spain,Hydro,,32.5,42.074764,0.916209
1098,Tabescan Superior,,Tavascan Superior,Spain,Hydro,,120.44,42.621379,1.248929
1099,Floriano Egna,,S.Floriano,Italy,Hydro,,180.0,46.31691355,11.2725739
1100,Cardano,,Cardano,Italy,Hydro,,121.0,46.49128515,11.3708242
1101,Canelles,,Canelles,Spain,Hydro,,108.0,41.873141,0.720168
1102,Virgen  Belen,,Virgen Belen,Spain,Wind,,59.04,38.871357,-1.348506
1103,Cuerda,,Cuerda Humero,Spain,Wind,,55.44,38.834619,-1.460342
1104,Isabela Eee,,Isabela,Spain,Wind,,49.5,38.770561,-2.240443
1105,Muela  Tortosilla,,Muela Tortosilla,Spain,Wind,,36.96,38.9666667,-1.2166667
