id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
1298,Dona benita,,,Dona benita cuellar,Spain,Wind,,32.0,36.686454,-6.136063,Spain Power Plants Over 10 MW.csv
1299,Bullana,,,Bullana,Spain,Wind,,38.0,42.968437,-7.085408,Spain Power Plants Over 10 MW.csv
1300,Eggborough,,,Eggborough,United Kingdom,Coal,,2035.0,53.822325925,-1.1460490158,UK Power Plant.csv
1301,Green knowes,,,Green knowes,United Kingdom,Wind,,27.0,56.5039157151,-3.87044533058,UK Power Plant.csv
1302,Cabezuelo,,,Cabezuelo,Spain,Wind,,30.0,39.2333333,-1.75,Spain Power Plants Over 10 MW.csv
1303,Meira,,,Serra meira,Spain,Wind,,49.3,43.2133709635,-7.29372024536,Spain Power Plants Over 10 MW.csv
1304,Milazzo,,,Milazzo,Italy,Natural Gas,,165.68,38.22098545,15.23989795,Italy Power Plant.csv
1305,Red tile,,,Red tile,United Kingdom,Wind,,24.0,52.6253115743,-0.310880728873,UK Power Plant.csv
1306,Layna,,,Layna,Spain,Wind,,50.0,41.099143,-2.30439,Spain Power Plants Over 10 MW.csv
1307,Hartlepool,,,Hartlepool,United Kingdom,Nuclear,,1390.0,54.635,-1.1808333333,EU Nuclear Power.csv
1308,Puente bibey,,,Puente bibey,Spain,Hydro,,312.41,42.309624996,-7.23209381104,Spain Power Plants Over 10 MW.csv
1309,High hedley hope,,,High hedley,United Kingdom,Wind,,7.45,52.6697712717,-1.88311800884,UK Power Plant.csv
1310,Cold northcott,,,Cold northcott,United Kingdom,Wind,,7.0,50.6158793332,-3.15613173208,UK Power Plant.csv
1311,Cedegolo edison,,,Cedegolo,Italy,Hydro,,130.0,46.076697,10.349562,Italy Power Plant.csv
1312,Centenar,,,Centenar,Spain,Wind,,40.0,36.538950079,-5.38681983948,Spain Power Plants Over 10 MW.csv
1313,Llangwyryfon,,,Llangwyryfon,United Kingdom,Wind,,9.35,52.3541469668,-3.91092641775,UK Power Plant.csv
1314,Deeping nicholas,,,Deeping,United Kingdom,Wind,,16.0,53.189954225,-1.5525777534,UK Power Plant.csv
1315,Trimdon,,,Trimdon grange,United Kingdom,Wind,,5.2,52.6468831631,-1.69035451754,UK Power Plant.csv
1316,Unteropfingen,,,Unteropfingen,Germany,Hydro,,14.2,50.3182310622,9.49620045985,Germany Power Plants (conventional).csv
1317,Langley,,,Langley park,United Kingdom,Wind,,8.0,52.21415785,-2.2676144,UK Power Plant.csv
1318,Glems,,,Pumpspeicherkraftwerk glems,Germany,Hydro,,90.64,48.5079227316,9.30990660487,Germany Power Plants (conventional).csv
1319,Hunterston,,,Hunterston,United Kingdom,Nuclear,,1320.0,55.0,-4.0,EU Nuclear Power.csv
1320,Marghera azotati,,,Azotati,Italy,Natural Gas,,264.2,45.44415095,12.2792394,Italy Power Plant.csv
1321,Hinkley point,,,Hinkley point,United Kingdom,Nuclear,,1390.0,51.0,-3.0,EU Nuclear Power.csv
1322,Dungeness,,,Dungeness,United Kingdom,Nuclear,,1320.0,50.9138888889,0.9638888889,EU Nuclear Power.csv
1323,Iffezheim,,,Rheinkraftwerk iffezheim,Germany,Hydro,,146.0,48.8222128594,8.14201371927,Germany Power Plants (conventional).csv
1324,Monteferrante,,,Monteferrante,Italy,Wind,,105.24,41.954734,14.388419,Italy Power Plant.csv
1325,Brindisi,,,Brindisi nord,Italy,Coal,,1280.0,40.63363025,17.9411705,Italy Power Plant.csv
1326,Somplago,,,Somplago,Italy,Hydro,,220.0,46.3705556,13.0436111,Italy Power Plant.csv
1327,Mese,,,Mese,Italy,Hydro,,164.34,46.306294,9.382335,Italy Power Plant.csv
1328,Zas,,,Eolica zas,Spain,Wind,,24.0,42.9166667,-8.7666667,Spain Power Plants Over 10 MW.csv
1329,Boqueron,,,Boqueron unificado,Spain,Wind,,71.5,41.834122,-1.532708,Spain Power Plants Over 10 MW.csv
1330,Gendorf,,,Industriepark werk gendorf,Germany,Natural Gas,,52.93,48.16667525,12.7306298,Germany Power Plants (conventional).csv
1331,Corme,,,Corme,Spain,Wind,,18.3,43.2432645245,-8.9008140564,Spain Power Plants Over 10 MW.csv
1332,Las lomillas,,,Lomillas,Spain,Wind,,61.5,39.5,-2.1666667,Spain Power Plants Over 10 MW.csv
1333,Baos pumar,,,Baos pumar,Spain,Wind,,30.6,43.4118024752,-6.26023292542,Spain Power Plants Over 10 MW.csv
1334,Cortado,,,Cortado,Spain,Wind,,36.48,41.73892,-2.169678,Spain Power Plants Over 10 MW.csv
1335,Belmonte,,,Belmonte,Spain,Wind,,34.85,43.2824541424,-6.21817588806,Spain Power Plants Over 10 MW.csv
1336,Juan grande edp,,,Grande,Spain,Wind,,20.1,29.000934035,-13.6130046844,Spain Power Plants Over 10 MW.csv
1337,Borja,,,Borja,Spain,Wind,,37.66,41.834122,-1.532708,Spain Power Plants Over 10 MW.csv
1338,Dehesica,,,Dehesica,Spain,Wind,,28.5,39.2166667,-2.15,Spain Power Plants Over 10 MW.csv
1339,Hoya gonzalo,,,Hoya gonzalo,Spain,Wind,,49.5,38.957904,-1.556794,Spain Power Plants Over 10 MW.csv
1340,Planas pola,,,Pansas,Spain,Wind,,35.64,41.918037,-1.253428,Spain Power Plants Over 10 MW.csv
1341,Sotonera,,,Sotonera,Spain,Wind,,18.9,42.015412,-0.761502,Spain Power Plants Over 10 MW.csv
1342,Enix,,,Enix,Spain,Wind,,13.2,36.877325,-2.601803,Spain Power Plants Over 10 MW.csv
1343,Curiscao,,,Curiscao,Spain,Wind,,42.5,43.4118024752,-6.26023292542,Spain Power Plants Over 10 MW.csv
1344,Navica,,,Navica,Spain,Wind,,30.0,39.2166667,-2.15,Spain Power Plants Over 10 MW.csv
1345,Munera edp,,,Munera,Spain,Wind,,70.2,39.042167,-2.480684,Spain Power Plants Over 10 MW.csv
1346,Magallon,,,Magallon,Spain,Wind,,50.8,41.832478,-1.459792,Spain Power Plants Over 10 MW.csv
1347,Tahivilla,,,Tahivilla,Spain,Wind,,30.0,36.01393,-5.606949,Spain Power Plants Over 10 MW.csv
1348,Rabosera,,,Rabosera,Spain,Wind,,31.35,42.048177,-0.910253,Spain Power Plants Over 10 MW.csv
1349,Ponte rebordelo,,,Ponte rebordelo,Spain,Wind,,40.3,43.008363,-9.113281,Spain Power Plants Over 10 MW.csv
1350,Dehesa cosojar,,,Dehesa coscojar,Spain,Wind,,30.0,41.900642,-1.41994,Spain Power Plants Over 10 MW.csv
1351,Aguila edp,,,Aguila,Spain,Wind,,19.5,41.791019,-1.213567,Spain Power Plants Over 10 MW.csv
1352,Las navas,,,Navas,Spain,Wind,,48.84,40.602442,-4.334488,Spain Power Plants Over 10 MW.csv
1353,Juan bargas,,,Juan bargas unif. ver re,Spain,Wind,,44.8,41.815718,-1.488188,Spain Power Plants Over 10 MW.csv
1354,Krefeld,,,Mkva krefeld,Germany,Waste,,33.1,51.3332269,6.5645005,Germany Power Plants (conventional).csv
1355,Strandfossen,,,Strandfossen,Norway,Hydro,,26.0,60.88191,11.56231,Norway Power Plants (ENTSOE) .csv
1356,Lutufallet,,,Lutufallet,Norway,Hydro,,15.0,61.31484,12.26374,Norway Power Plants (ENTSOE) .csv
1357,Osfallet,,,Osfallet,Norway,Hydro,,6.0,61.1333333,11.3833333,Norway Power Plants (ENTSOE) .csv
1358,Osa,,,Osa,Norway,Hydro,,96.0,61.13484,11.36409,Norway Power Plants (ENTSOE) .csv
1359,Sagnfossen,,,Sagnfossen,Norway,Hydro,,7.0,61.31484,12.26374,Norway Power Plants (ENTSOE) .csv
1360,Mesna,,,Mesna,Norway,Hydro,,42.0,61.11514,10.46628,Norway Power Plants (ENTSOE) .csv
1361,Lopet,,,Lopet,Norway,Hydro,,28.0,61.1333333,11.3833333,Norway Power Plants (ENTSOE) .csv
1362,Rugeley,,,Rugeley,United Kingdom,Coal,,1050.0,52.631161125,-1.943058312,UK Power Plant.csv
1363,Vittingfoss,,,Vittingfoss,Norway,Hydro,,22.0,59.4833333,10.0166667,Norway Power Plants (ENTSOE) .csv
1364,Montarguli,,,Montargull,Spain,Wind,,44.0,42.0166667,2.7166667,Spain Power Plants Over 10 MW.csv
1365,Forques,,,Les forques,Spain,Wind,,30.0,41.4833333,1.2333333,Spain Power Plants Over 10 MW.csv
1366,Farrapa,,,Farrapa,Spain,Wind,,30.0,43.3666667,-7.4833333,Spain Power Plants Over 10 MW.csv
1367,Castrios,,,Castrios,Spain,Wind,,26.4,38.15,-1.0166667,Spain Power Plants Over 10 MW.csv
1368,Carcelen,,,Carcelen,Spain,Wind,,49.6,39.102024,-1.308787,Spain Power Plants Over 10 MW.csv
1369,Lezuza,,,Lezuza,Spain,Wind,,30.0,38.9497,-2.35419,Spain Power Plants Over 10 MW.csv
1370,Herreria,,,Herreria,Spain,Wind,,44.8,36.01393,-5.606949,Spain Power Plants Over 10 MW.csv
1371,Penas grandes,,,Penas grandes,Spain,Wind,,14.4,42.4666667,-8.4666667,Spain Power Plants Over 10 MW.csv
1372,Caparroso,,,Caparroso,Spain,Wind,,30.1,42.341293,-1.64962,Spain Power Plants Over 10 MW.csv
1373,Farelo,,,Farelo,Spain,Wind,,28.8,43.723013,-7.66118,Spain Power Plants Over 10 MW.csv
1374,Bandera,,,Plana bandera,Spain,Wind,,31.35,42.020866,-1.485263,Spain Power Plants Over 10 MW.csv
1375,Montes cierzo,,,Montes cierzo,Spain,Wind,,59.5,42.0616560638,-1.60451889038,Spain Power Plants Over 10 MW.csv
1376,Gregorio,,,Gregorio,Spain,Wind,,15.0,42.032494,-1.525907,Spain Power Plants Over 10 MW.csv
1377,Cabezas,,,Cabeza mesa,Spain,Wind,,36.8,42.65193,-7.95519,Spain Power Plants Over 10 MW.csv
1378,Paramo pozo,,,Paramo poza,Spain,Wind,,164.76,42.665415,-3.5014,Spain Power Plants Over 10 MW.csv
1379,Plana jarreta,,,Plana jarreta,Spain,Wind,,49.5,41.580138,-1.117193,Spain Power Plants Over 10 MW.csv
1380,Rhyl flats,,,Rhyl flats,United Kingdom,Wind,,90.0,52.7885881615,-3.66056477032,UK Power Plant.csv
1381,Zielitz,,,Zielitz,Germany,Natural Gas,,52.0,52.2890165036,11.6754832074,Germany Power Plants (conventional).csv
1382,Bramois,,,Bramois groupe,Switzerland,Hydro,,27.35,46.6033209,7.91199915,Switzerland Power Plant.csv
1383,Cantiruelas,,,Cantiruela,Spain,Wind,,15.0,41.880445,-4.362428,Spain Power Plants Over 10 MW.csv
1384,Fomentara,,,Formentera,Spain,Oil,,14.0,38.7,1.4666667,Spain Power Plants Over 10 MW.csv
1385,Almaren,,,Almaren unificado,Spain,Wind,,11.9,41.485954,-1.595011,Spain Power Plants Over 10 MW.csv
1386,Tawnaghmore,,,Tawnaghmore,Ireland,Oil,,104.0,54.1166667,-9.1666667,Ireland and Northern Ireland.csv
1387,Jinamar,,,Jinamar,Spain,Oil,,440.6,28.042431,-15.411372,Spain Power Plants Over 10 MW.csv
1388,Leboreiro endesa,,,Leboreiro,Spain,Wind,,21.12,43.466846,-7.723832,Spain Power Plants Over 10 MW.csv
1389,Arona,,,Arona,Spain,Oil,,50.0,28.0996194056,-16.681022644,Spain Power Plants Over 10 MW.csv
1390,Cortijo iruelas,,,Cortijo iruelas,Spain,Wind,,13.6,37.3166667,-4.05,Spain Power Plants Over 10 MW.csv
1391,Bustelo,,,Bustelo,Spain,Wind,,24.7,43.466846,-7.723832,Spain Power Plants Over 10 MW.csv
1392,Guia isora,,,Guia isora,Spain,Oil,,50.0,28.2115416727,-16.7794704437,Spain Power Plants Over 10 MW.csv
1393,Barranco tirajana,,,Barranco tirajana,Spain,Oil,,676.26,29.000934035,-13.6130046844,Spain Power Plants Over 10 MW.csv
1394,Arico,,,Arico antes finca mogan,Spain,Wind,,17.49,28.177047,-16.482957,Spain Power Plants Over 10 MW.csv
1395,Alcudia,,,Alcudia,Spain,Coal,,585.0,39.810605,3.091257,Spain Power Plants Over 10 MW.csv
1396,Castilfrio cetasa,,,Castilfrio,Spain,Wind,,26.4,41.7640137422,-2.46883392334,Spain Power Plants Over 10 MW.csv
1397,Madero,,,Madero,Spain,Wind,,28.71,41.779013,-1.983913,Spain Power Plants Over 10 MW.csv
1398,Guinchos,,,Guinchos,Spain,Oil,,97.14,28.653838,-17.786694,Spain Power Plants Over 10 MW.csv
1399,Carballeira,,,Carballeira,Spain,Wind,,24.42,42.4168352123,-7.76397585869,Spain Power Plants Over 10 MW.csv
1400,Cayo cetasa,,,Cayo,Spain,Wind,,26.4,41.7640137422,-2.46883392334,Spain Power Plants Over 10 MW.csv
1401,Valpardo,,,Valpardo,Spain,Wind,,21.5,40.593977,-4.411492,Spain Power Plants Over 10 MW.csv
1402,Carba,,,Carba,Spain,Wind,,19.8,43.3,-7.6833333,Spain Power Plants Over 10 MW.csv
1403,Las pardas,,,Pardas,Spain,Wind,,49.5,41.880445,-4.362428,Spain Power Plants Over 10 MW.csv
1404,Xoan,,,Xoan,Spain,Wind,,15.84,42.6833333,-7.2333333,Spain Power Plants Over 10 MW.csv
1405,Alto palancio,,,Palancia,Spain,Wind,,94.0,40.0166667,-0.65,Spain Power Plants Over 10 MW.csv
1406,Punta grande,,,Punta grande,Spain,Oil,,215.54,28.9630174756,-13.5476875305,Spain Power Plants Over 10 MW.csv
1407,Ibiza,,,Ibiza man,Spain,Oil,,221.3,38.9088342822,1.43296480179,Spain Power Plants Over 10 MW.csv
1408,Rhode peaker,,,Rhode,Ireland,Oil,,104.0,53.3522222,-7.2016667,Ireland and Northern Ireland.csv
1409,Koegorspolder,,,Koegorspolder,Netherlands,Wind,,44.0,51.33065335,3.83404455,Netherlands Power Plant.csv
1410,Waalwijk,,,Ecopark waalwijk,Netherlands,Wind,,8.408,51.688826425,5.06879453075,Netherlands Power Plant.csv
1411,Afrikhavn,,,Afrikahaven,Netherlands,Wind,,27.0,52.3742837523,4.89383199871,Netherlands Power Plant.csv
1412,Herkingen,,,Herkingen,Netherlands,Wind,,8.3,51.730643125,4.11163498425,Netherlands Power Plant.csv
1413,Van pallandt,,,Pallandt,Netherlands,Wind,,14.0,51.727829125,4.18505798425,Netherlands Power Plant.csv
1414,Lopik,,,Lopik,Netherlands,Wind,,6.0,51.9738924,4.94889265,Netherlands Power Plant.csv
1415,Princess amalia,,,Princess amalia,Netherlands,Wind,,120.0,52.2928653357,4.31759033564,Netherlands Power Plant.csv
1416,Hartel,,,Hartelbrug,Netherlands,Wind,,36.0,51.925149025,4.48389513465,Netherlands Power Plant.csv
1417,Quereno,,,Quereno,Spain,Hydro,,36.46,42.449602,-6.947579,Spain Power Plants Over 10 MW.csv
1418,Cimego,,,Cimego,Italy,Hydro,,229.9,45.9270455,10.62656275,Italy Power Plant.csv
1419,Lana,,,Lana,Italy,Hydro,,121.8,46.60989775,11.1585987,Italy Power Plant.csv
1420,Pena forcada,,,Forcada,Spain,Wind,,33.8,43.131146,-9.181715,Spain Power Plants Over 10 MW.csv
1421,Villa gargnano,,,Gargnano,Italy,Hydro,,139.62,45.688614,10.6621883,Italy Power Plant.csv
1422,Portoscuso,,,Portoscuso,Italy,Oil,,320.0,39.64800175,8.7047331,Italy Power Plant.csv
1423,Malpica,,,Malpica,Spain,Wind,,16.575,43.3228049378,-8.81052017212,Spain Power Plants Over 10 MW.csv
1424,Pedro manzanal,,,Manzanal,Spain,Wind,,33.75,42.028599,-2.231036,Spain Power Plants Over 10 MW.csv
1425,Montamara,,,Montamara,Spain,Hydro,,92.42,42.621379,1.248929,Spain Power Plants Over 10 MW.csv
1426,Sesue,,,Sesue,Spain,Hydro,,36.0,42.551308,0.472115,Spain Power Plants Over 10 MW.csv
1427,Marzocco,,,Livorno marzocco,Italy,Oil,,310.0,43.54263345,10.31601725,Italy Power Plant.csv
1428,Llavorsi cardos,,,Llavorsi cardos,Spain,Hydro,,52.8,42.495149,1.211007,Spain Power Plants Over 10 MW.csv
1429,Capriati lete sava,,,Capriati,Italy,Hydro,,115.0,41.468622,14.14542,Italy Power Plant.csv
1430,Pena armada,,,Armada,Spain,Wind,,20.7,43.0321332915,-7.79514312744,Spain Power Plants Over 10 MW.csv
1431,Arties,,,Arties,Spain,Hydro,,68.0,41.798001,1.954283,Spain Power Plants Over 10 MW.csv
1432,Provvidenza,,,Provvidenza,Italy,Hydro,,141.0,43.4494496,12.24906875,Italy Power Plant.csv
1433,Lanuza,,,Lanuza,Spain,Hydro,,52.69,42.72381263,-0.28169631958,Spain Power Plants Over 10 MW.csv
1434,Guadalmena,,,Guadalmena,Spain,Hydro,,15.2,38.311867,-3.042194,Spain Power Plants Over 10 MW.csv
1435,Barrados,,,Barrados,Spain,Hydro,,16.0,42.7333333,0.7166667,Spain Power Plants Over 10 MW.csv
1436,Melilla malaga,,,Melilla,Spain,Oil,,56.52,35.29,-2.94,Spain Power Plants Over 10 MW.csv
1437,Seros,,,Seros,Spain,Hydro,,44.6,41.4833333,0.4666667,Spain Power Plants Over 10 MW.csv
1438,Eume,,,Eume,Spain,Hydro,,54.4,43.426973,-8.067068,Spain Power Plants Over 10 MW.csv
1439,Guillena,,,Guillena,Spain,Hydro,,210.0,37.5426207602,-6.05625629425,Spain Power Plants Over 10 MW.csv
1440,Riba roja,,,Riba roja,Spain,Hydro,,262.8,41.25,0.4833333,Spain Power Plants Over 10 MW.csv
1441,Corzan,,,Corzan,Spain,Wind,,36.0,42.904016,-8.742734,Spain Power Plants Over 10 MW.csv
1442,Coucepenido,,,Os corvos coucepenido,Spain,Wind,,33.0,43.6833333,-7.85,Spain Power Plants Over 10 MW.csv
1443,Villanua,,,Villanua,Spain,Hydro,,13.2,42.679705,-0.537686,Spain Power Plants Over 10 MW.csv
1444,Escales,,,Escales,Spain,Hydro,,36.0,42.3161465439,0.746319293976,Spain Power Plants Over 10 MW.csv
1445,Susqueda,,,Susqueda,Spain,Hydro,,88.55,41.977765,2.516524,Spain Power Plants Over 10 MW.csv
1446,Flix endesa,,,Flix,Spain,Hydro,,52.52,41.2307423044,0.55007815361,Spain Power Plants Over 10 MW.csv
1447,Loch gair,,,Loch gair,United Kingdom,Hydro,,6.0,56.4242820993,-4.72601693886,UK Power Plant.csv
1448,Caldes,,,Caldes,Spain,Hydro,,32.64,42.5046294058,0.800564289093,Spain Power Plants Over 10 MW.csv
1449,Fadalto,,,Fadalto,Italy,Hydro,,210.0,45.98319,12.29990515,Italy Power Plant.csv
1450,Valle secolo,,,Valle secolo,Italy,Geothermal,,120.0,43.29908585,10.87261095,Italy Power Plant.csv
1451,Couto sebastian,,,Couto sebastian,Spain,Wind,,18.0,42.696049,-8.24653,Spain Power Plants Over 10 MW.csv
1452,Caldereros,,,Caldereros,Spain,Wind,,69.1,40.776694,-1.649786,Spain Power Plants Over 10 MW.csv
1453,Prada,,,Prada,Spain,Hydro,,70.72,42.316743,-7.027391,Spain Power Plants Over 10 MW.csv
1454,Torbole,,,Torbole,Italy,Hydro,,124.6,45.8603359854,10.8803426685,Italy Power Plant.csv
1455,Piombino enel,,,Piombino termica,Italy,Oil,,1280.0,42.9381065,10.5330045,Italy Power Plant.csv
1456,Riva garda,,,Riva garda nuovo,Italy,Hydro,,213.1,45.8852685778,10.8404305865,Italy Power Plant.csv
1457,Pueyo,,,Pueyo,Spain,Hydro,,14.3,42.376352,-0.002612,Spain Power Plants Over 10 MW.csv
1458,Bosost,,,Bossost,Spain,Hydro,,21.6,42.7833333,0.7,Spain Power Plants Over 10 MW.csv
1459,Termens,,,Termens,Spain,Hydro,,12.0,41.7166667,0.7666667,Spain Power Plants Over 10 MW.csv
1460,Agustin,,,Agustin,Spain,Hydro,,65.28,42.1794973838,-7.11218833923,Spain Power Plants Over 10 MW.csv
1461,Taloro,,,Taloro,Italy,Hydro,,240.0,40.095654,9.162334,Italy Power Plant.csv
1462,Vielha,,,Vielha,Spain,Hydro,,22.0,42.7019605619,0.795564651489,Spain Power Plants Over 10 MW.csv
1463,Penadrada,,,Penadrada,Spain,Hydro,,38.17,42.820561,-6.487473,Spain Power Plants Over 10 MW.csv
1464,Ip,,,Ip,Spain,Hydro,,88.85,42.716277216,-0.52562713623,Spain Power Plants Over 10 MW.csv
1465,Sarra,,,Sarra,Spain,Hydro,,28.86,42.7712741444,-0.334482192993,Spain Power Plants Over 10 MW.csv
1466,Cornatel,,,Cornatel,Spain,Hydro,,130.66,42.449602,-6.947579,Spain Power Plants Over 10 MW.csv
1467,Iznajar,,,Iznajar,Spain,Hydro,,76.8,37.266655,-4.414322,Spain Power Plants Over 10 MW.csv
1468,Duque,,,Duque,Spain,Hydro,,12.8,36.9401510172,-3.36095809937,Spain Power Plants Over 10 MW.csv
1469,Vilan,,,Do vilan,Spain,Wind,,16.9,43.131146,-9.181715,Spain Power Plants Over 10 MW.csv
1470,Marina,,,Santa marina,Spain,Hydro,,34.68,42.699547,-6.512359,Spain Power Plants Over 10 MW.csv
1471,Giacomo sul vomano,,,S.giacomo,Italy,Hydro,,490.0,42.55304,13.535891,Italy Power Plant.csv
1472,Biescas,,,Biescas,Spain,Hydro,,64.4,42.628970046,-0.321350097656,Spain Power Plants Over 10 MW.csv
1473,Lanzada,,,Lanzada,Italy,Hydro,,189.01,46.269297,9.869247,Italy Power Plant.csv
1474,Venaus mont cenis,,,Venaus,Italy,Hydro,,240.0,45.1566763,7.01033785,Italy Power Plant.csv
1475,Termini imerese,,,Termini imerese c.le,Italy,Natural Gas,,1340.0,37.976409,13.7219435,Italy Power Plant.csv
1476,Grado endesa,,,Grado,Spain,Hydro,,45.76,42.15191,0.222472,Spain Power Plants Over 10 MW.csv
1477,Stassfurt,,,Gud ikw staßfurt,Germany,Natural Gas,,132.0,51.8590591,11.5881394,Germany Power Plants (conventional).csv
1478,Maddaloni,,,Maddaloni,Italy,Natural Gas,,352.0,41.0400222,14.3768249,Italy Power Plant.csv
1479,Larino,,,Larino tg,Italy,Natural Gas,,250.0,41.8110355,14.967733,Italy Power Plant.csv
1480,Augusta,,,Augusta c.le,Italy,Oil,,210.0,37.22263465,15.19871775,Italy Power Plant.csv
1481,Ribadelago,,,Ribadelago,Spain,Hydro,,35.96,42.1043996603,-6.6625213623,Spain Power Plants Over 10 MW.csv
1482,Montorio,,,Montorio,Italy,Hydro,,110.1,42.62221565,13.6683227,Italy Power Plant.csv
1483,Sau,,,Sau,Spain,Hydro,,56.0,41.947002,2.384404,Spain Power Plants Over 10 MW.csv
1484,Aldeavieja,,,Aldeavieja,Spain,Wind,,14.52,40.743111,-4.470959,Spain Power Plants Over 10 MW.csv
1485,Mequinenza,,,Mequinenza,Spain,Hydro,,324.0,41.3721067929,0.301694869995,Spain Power Plants Over 10 MW.csv
1486,Empedocle,,,Porto empedocle c.le,Italy,Oil,,140.0,37.312345,13.507123,Italy Power Plant.csv
1487,Seira,,,Seira,Spain,Hydro,,37.01,42.476962,0.431267,Spain Power Plants Over 10 MW.csv
1488,Bembezar,,,Bembezar,Spain,Hydro,,15.12,37.8333333,-5.2333333,Spain Power Plants Over 10 MW.csv
1489,Mediano,,,Mediano,Spain,Hydro,,66.97,42.3226991462,0.243759155273,Spain Power Plants Over 10 MW.csv
1490,Tabescan inferior,,,Tavascan inferior,Spain,Hydro,,32.04,42.621379,1.248929,Spain Power Plants Over 10 MW.csv
1491,Soverzene,,,Soverzene,Italy,Hydro,,213.5,46.2058943,12.30319905,Italy Power Plant.csv
1492,Camarasa,,,Camarasa,Spain,Hydro,,60.0,41.874859,0.878136,Spain Power Plants Over 10 MW.csv
1493,Terradets,,,Terradets,Spain,Hydro,,32.5,42.074764,0.916209,Spain Power Plants Over 10 MW.csv
1494,Tabescan superior,,,Tavascan superior,Spain,Hydro,,120.44,42.621379,1.248929,Spain Power Plants Over 10 MW.csv
1495,Floriano egna,,,S.floriano,Italy,Hydro,,180.0,46.31691355,11.2725739,Italy Power Plant.csv
1496,Cardano,,,Cardano,Italy,Hydro,,121.0,46.49128515,11.3708242,Italy Power Plant.csv
1497,Canelles,,,Canelles,Spain,Hydro,,108.0,41.873141,0.720168,Spain Power Plants Over 10 MW.csv
1498,Virgen belen,,,Virgen belen,Spain,Wind,,59.04,38.871357,-1.348506,Spain Power Plants Over 10 MW.csv
1499,Cuerda,,,Cuerda humero,Spain,Wind,,55.44,38.834619,-1.460342,Spain Power Plants Over 10 MW.csv
1500,Isabela eee,,,Isabela,Spain,Wind,,49.5,38.770561,-2.240443,Spain Power Plants Over 10 MW.csv
1501,Muela tortosilla,,,E.muela tortosilla,Spain,Wind,,36.96,38.9666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1502,Cerro vicente,,,Vicente,Spain,Wind,,73.1,38.920876,-1.720184,Spain Power Plants Over 10 MW.csv
1503,Muela eee,,,Eee,Spain,Wind,,48.86,38.920876,-1.720184,Spain Power Plants Over 10 MW.csv
1504,Villalbesa,,,Monte vilalbesa,Spain,Wind,,22.2,43.5333333,-7.9333333,Spain Power Plants Over 10 MW.csv
1505,Marban,,,Monte marban,Spain,Wind,,11.4,43.5333333,-7.9333333,Spain Power Plants Over 10 MW.csv
1506,Da,,,Monte da serra,Spain,Wind,,14.4,43.5333333,-7.9333333,Spain Power Plants Over 10 MW.csv
1507,Penuca,,,Penuca,Spain,Wind,,36.3,41.174802,-6.519375,Spain Power Plants Over 10 MW.csv
1508,Bigge,,,Bigge,Germany,Hydro,,15.4,51.1257512099,7.90221595513,Germany Power Plants (conventional).csv
1509,Schwarza,,,Schwarza,Germany,Natural Gas,,26.5,50.7186365,11.3367659,Germany Power Plants (conventional).csv
1510,Askerudfoss,,,Askerudfoss,Norway,Hydro,,15.96,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv
1511,Kaggefoss,,,Kaggefoss,Norway,Hydro,,101.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1512,Gravfoss,,,Gravfos,Norway,Hydro,,50.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1513,Dovikfoss,,,Dovikfoss,Norway,Hydro,,17.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1514,Mykstufoss,,,Mykstufoss,Norway,Hydro,,72.0,59.98431,9.29644,Norway Power Plants (ENTSOE) .csv
1515,Geithusfoss,,,Geithusfoss,Norway,Hydro,,15.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1516,Djupdal,,,Djupdal,Norway,Hydro,,17.0,59.98431,9.29644,Norway Power Plants (ENTSOE) .csv
1517,Kistefoss,,,Kistefoss,Norway,Hydro,,7.0,60.24143,10.38503,Norway Power Plants (ENTSOE) .csv
1518,Toverud,,,Toverud,Norway,Hydro,,8.0,60.3666667,10.5666667,Norway Power Plants (ENTSOE) .csv
1519,Hensfoss,,,Hensfoss,Norway,Hydro,,20.0,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv
1520,Klaus,,,Klaus,Austria,Hydro,,20.0,47.8313654498,14.1571712494,Verbund Power Plant.csv
1521,Rosenau,,,Rosenau,Austria,Hydro,,34.0,48.4890224103,14.6288108826,Verbund Power Plant.csv
1522,Staning,,,Staning,Austria,Hydro,,43.2,48.1007252188,14.4568061829,Verbund Power Plant.csv
1523,Pantaleon,,,St. pantaleon,Austria,Hydro,,52.1,48.0076111279,12.8941726685,Verbund Power Plant.csv
1524,Schonau,,,Schonau,Austria,Hydro,,30.0,48.394561622,14.7301769257,Verbund Power Plant.csv
1525,Ternberg,,,Ternberg,Austria,Hydro,,40.4,47.9333333,14.35,Verbund Power Plant.csv
1526,Weyer,,,Weyer,Austria,Hydro,,37.0,48.1465032749,14.117603302,Verbund Power Plant.csv
1527,Losenstein,,,Losenstein,Austria,Hydro,,39.4,47.9242798828,14.4367218018,Verbund Power Plant.csv
