id,Carma,Fias,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
619,Stade Dow,,,Dow Stade,Germany,Natural Gas,,268.4,53.59989695,9.47938555,Germany Power Plants (conventional).csv
620,Drax,,,Drax,United Kingdom,Coal,,4065.0,53.8336105445,-1.0823700036,UK Power Plant.csv
621,Arnoia,,,C.H. Arnoya Modificada,Spain,Hydro,,11.4,42.2505671113,-8.13112735748,Spain Power Plants Over 10 MW.csv
622,Dessau,,,Dessau,Germany,Coal,,57.4,51.8491600945,12.2443938278,Germany Power Plants (conventional).csv
623,Solbergfoss,,,Solberg,Norway,Hydro,,240.0,59.58326,11.16286,Norway Power Plants (ENTSOE) .csv
624,Lya,,,Lya,Norway,Hydro,,6.0,60.6666667,8.75,Norway Power Plants (ENTSOE) .csv
625,Hammeren,,,Hammeren,Norway,Hydro,,6.0,69.6,20.55,Norway Power Plants (ENTSOE) .csv
626,Hemsil,,,Hemsil,Norway,Hydro,,188.0,60.7,8.95,Norway Power Plants (ENTSOE) .csv
627,Usta,,,Usta,Norway,Hydro,,206.0,60.62821,8.56279,Norway Power Plants (ENTSOE) .csv
628,Gjuva,,,Gjuva,Norway,Hydro,,11.0,62.4833333,6.0,Norway Power Plants (ENTSOE) .csv
629,Pfrombach,,,Pfrombach,Germany,Hydro,,22.7,48.44524455,11.99548145,Germany Power Plants (conventional).csv
630,Out Newton,,,Out Newton,United Kingdom,Wind,,9.1,53.03208275,-1.3833422258,UK Power Plant.csv
631,Walchensee,,,Walchensee,Germany,Hydro,,124.0,47.5833333,11.3166667,Germany Power Plants (conventional).csv
632,Rain,,,Rain,Germany,Hydro,,11.2,48.6864918,10.9082667,Germany Power Plants (conventional).csv
633,Emile Huchet Cc,,,Emile Huchet,France,Natural Gas,,860.0,49.12,6.71,France Power Plant.csv
634,Trea Breisgau,,,Trea Breisgau,Germany,Waste,,15.0,47.8910248439,7.6554107666,Germany Power Plants (conventional).csv
635,Connahs Quay,,,Connahs Quay,United Kingdom,Natural Gas,,1400.0,52.7598923,-3.40653495,UK Power Plant.csv
636,Egglfing Obernberg,,,Egglfing,Germany,Hydro,,124.4,48.3508374547,13.31077028,Verbund Power Plant.csv
637,Malgomaj,,,Malgomaj,Sweden,Hydro,,11.0,64.8,16.016667,Sweden Power Plant.csv
638,Knapsack Ebs,,,Ebkw Knapsack,Germany,Waste,,33.4,50.8757632299,6.87209089621,Germany Power Plants (conventional).csv
639,Ingolstadt Rmd,,,Ingolstadt,Germany,Hydro,,19.8,48.7648416,11.4291864,Germany Power Plants (conventional).csv
640,Schwabstadl,,,Schwabstadl,Germany,Hydro,,12.96,48.1601696,10.8729744,Germany Power Plants (conventional).csv
641,Pirmasens,,,Mhkw Pirmasens,Germany,Waste,,16.0,49.200572128,7.60703517227,Germany Power Plants (conventional).csv
642,Ettling,,,Ettling,Germany,Hydro,,13.5,48.8166667,11.6666667,Germany Power Plants (conventional).csv
643,Pielweichs,,,Pielweichs,Germany,Hydro,,13.5,48.77196145,12.8708666,Germany Power Plants (conventional).csv
644,Itzehoe Peak,,,Itzehoe,Germany,Oil,,88.0,53.0090517,8.9012342,Germany Power Plants (conventional).csv
645,Remolina,,,Remolina,Spain,Hydro,,100.0,42.90357,-5.143736,Spain Power Plants Over 10 MW.csv
646,Askam,,,Askam,United Kingdom,Wind,,5.0,53.209685175,-1.84175215372,UK Power Plant.csv
647,Prem,,,Prem,Germany,Hydro,,21.375,47.6910495,10.7984468,Germany Power Plants (conventional).csv
648,Huntorf Caes,,,Huntorf,Germany,Natural Gas,,321.0,53.2365926076,8.45687197177,Germany Power Plants (conventional).csv
649,Bergheim,,,Bergheim,Germany,Hydro,,23.7,50.9549114377,6.64031383027,Germany Power Plants (conventional).csv
650,Trapani,,,Trapani C.Le,Italy,Natural Gas,,213.4,38.0158430004,12.510766983,Italy Power Plant.csv
651,Velsen,,,Ava Velsen,Germany,Waste,,20.8,49.2359489676,6.85236580862,Germany Power Plants (conventional).csv
652,Emile Huchet,,,Emile Huchet,France,Coal,,1134.0,49.1580778465,7.02412605286,France Power Plant.csv
653,Vohburg,,,Vohburg,Germany,Hydro,,23.31,48.7666667,11.6166667,Germany Power Plants (conventional).csv
654,Grossrachen,,,Eew GroßRäSchen,Germany,Waste,,23.3,51.5858299,14.0061568,Germany Power Plants (conventional).csv
655,Genk Langerlo,,,Langerlo,Belgium,Coal,,940.0,50.934049,5.478404,Belgium Power Plant.csv
656,Deucheran Hill,,,Deucheran,United Kingdom,Wind,,16.0,56.1876877967,-4.793011659,UK Power Plant.csv
657,Ratcliffe,,,Ratcliffe,United Kingdom,Coal,,2000.0,52.8309264639,-0.963411103417,UK Power Plant.csv
658,Stags Holt,,,Stags Holt,United Kingdom,Wind,,20.0,52.3929746338,-0.1872128873,UK Power Plant.csv
659,Rhyd Y Groes,,,Rhyd Groes,United Kingdom,Wind,,7.2,52.7995113027,-4.18552024785,UK Power Plant.csv
660,Grenzach Roche,,,Grenzach Wyhlen,Germany,Natural Gas,,40.12,47.5500313,7.68334245,Germany Power Plants (conventional).csv
661,Merching,,,Merching,Germany,Hydro,,13.536,48.245420152,10.9858369784,Germany Power Plants (conventional).csv
662,Siddick,,,Siddick,United Kingdom,Wind,,4.2,53.4392688275,-2.00548312511,UK Power Plant.csv
663,Bkb Hannover,,,Eew Energy From Waste Hannover Gmbh,Germany,Waste,,27.4,52.3724970825,9.73588736545,Germany Power Plants (conventional).csv
664,Dingolfing,,,Dingolfing,Germany,Hydro,,17.76,48.6317067,12.4988717,Germany Power Plants (conventional).csv
665,Scroby Sands,,,Scroby Sands,United Kingdom,Wind,,60.0,52.4413659948,0.631890830506,UK Power Plant.csv
666,Mhkw Goppingen,,,Eew GöPpingen,Germany,Waste,,11.0,48.7040471199,9.657837735,Germany Power Plants (conventional).csv
667,Altheim,,,Altheim,Germany,Hydro,,18.68,48.89008665,9.76830095,Germany Power Plants (conventional).csv
668,Thornhill,,,Thornhill,United Kingdom,Natural Gas,,50.0,53.690760481,-1.62906646729,UK Power Plant.csv
669,Faimingen,,,Faimingen,Germany,Hydro,,10.1,48.5663550008,10.4205618413,Germany Power Plants (conventional).csv
670,Kaufering Wkw,,,Kaufering,Germany,Hydro,,17.82,48.0891708323,10.8698286475,Germany Power Plants (conventional).csv
671,Buer,,,Fwk Buer,Germany,Coal,,82.0,51.5138229,7.07296315,Germany Power Plants (conventional).csv
672,Bertoldsheim,,,Bertoldsheim,Germany,Hydro,,18.9,48.7532279,11.03306595,Germany Power Plants (conventional).csv
673,Unterbergen,,,Unterbergen,Germany,Hydro,,12.96,48.2333333,10.95,Germany Power Plants (conventional).csv
674,Obernach,,,Obernach,Germany,Hydro,,12.8,47.5798645796,11.3204528578,Germany Power Plants (conventional).csv
675,Hochstadt,,,HöChstäDt,Germany,Hydro,,10.0,49.7023795553,11.1118290285,Germany Power Plants (conventional).csv
676,Gummering,,,Gummering,Germany,Hydro,,19.2,48.61498075,12.39122295,Germany Power Plants (conventional).csv
677,Oberpeiching,,,Oberpeiching,Germany,Hydro,,12.3,49.1882837,9.35458525,Germany Power Plants (conventional).csv
678,Niederaichbach,,,Niederaichbach,Germany,Hydro,,16.2,48.6034252,12.31671765,Germany Power Plants (conventional).csv
679,Arenas,,,Presa Arenoso,Spain,Hydro,,12.194,43.3173722581,-4.84608650208,Spain Power Plants Over 10 MW.csv
680,Arbon,,,Arbon,Spain,Hydro,,56.04,43.448586,-6.705343,Spain Power Plants Over 10 MW.csv
681,Sandbach Hays,,,Sandbach,United Kingdom,Natural Gas,,57.0,52.699156525,-1.43524430372,UK Power Plant.csv
682,Bittenbrunn,,,Bittenbrunn,Germany,Hydro,,20.2,49.0567943718,11.4923827619,Germany Power Plants (conventional).csv
683,Urspring,,,Urspring,Germany,Hydro,,12.0,49.75,11.2333333,Germany Power Plants (conventional).csv
684,Neunkirchen,,,Ahkw Neunkirchen,Germany,Waste,,12.0,51.28990425,7.84216047441,Germany Power Plants (conventional).csv
685,Geisling,,,Geisling,Germany,Hydro,,25.0,48.9658639,12.35875465,Germany Power Plants (conventional).csv
686,Scheuring,,,Scheuring,Germany,Hydro,,12.96,48.16850295,10.8979744,Germany Power Plants (conventional).csv
687,Lucy ,,,Lucy,France,Coal,,270.0,46.67,4.35,France Power Plant.csv
688,Straubing,,,Straubing,Germany,Hydro,,21.5,48.8826567,12.56819135,Germany Power Plants (conventional).csv
689,Silvon,,,Silvon,Spain,Hydro,,81.54,43.432004,-6.815132,Spain Power Plants Over 10 MW.csv
690,Jena Sud Cc,,,Jena,Germany,Natural Gas,,194.9,50.91534688,11.584315045,Germany Power Plants (conventional).csv
691,Provence,,,Provence,France,Coal,,888.0,43.49,5.5,France Power Plant.csv
692,Hemfurth,,,Hemfurth,Germany,Hydro,,40.0,51.172341775,9.04850925306,Germany Power Plants (conventional).csv
693,Lowca,,,Lowca,United Kingdom,Wind,,5.0,53.4392688275,-2.00548312511,UK Power Plant.csv
694,Oldside,,,Oldside,United Kingdom,Wind,,5.4,53.4392688275,-2.00548312511,UK Power Plant.csv
695,Isar,,,Isar,Germany,Nuclear,,2400.0,48.6055555556,12.2930555556,EU Nuclear Power.csv
696,Kirchmoser,,,KirchmöSer,Germany,Natural Gas,,165.0,52.63110795,12.8980648,Germany Power Plants (conventional).csv
697,Prittriching,,,Prittriching,Germany,Hydro,,12.96,48.20073155,10.92275755,Germany Power Plants (conventional).csv
698,Doiras,,,Doiras,Spain,Hydro,,61.94,43.432004,-6.815132,Spain Power Plants Over 10 MW.csv
699,Ering Frauenstein,,,Ering,Germany,Hydro,,73.33,48.299605707,13.1501457215,Germany Power Plants (conventional).csv
700,Ellgau,,,Ellgau,Germany,Hydro,,10.0,48.6,10.86668335,Germany Power Plants (conventional).csv
701,Kirchlengern,,,Kirchlengern,Germany,Natural Gas,,201.5,52.1991726,8.63866835,Germany Power Plants (conventional).csv
702,Dornau,,,Dornau,Germany,Hydro,,17.5,48.854651,10.0425347,Germany Power Plants (conventional).csv
703,Enfield Energy,,,Enfield,United Kingdom,Natural Gas,,408.0,51.58438545,-0.07560515,UK Power Plant.csv
704,Bad Salzungen,,,Bad Salzungen,Germany,Natural Gas,,10.0,50.815194,10.23399865,Germany Power Plants (conventional).csv
705,Castleford C,,,Castleford,United Kingdom,Natural Gas,,57.0,53.8283487281,-1.26462331559,UK Power Plant.csv
706,Corby Abr,,,Corby,United Kingdom,Natural Gas,,401.0,52.6499914626,-0.678564625878,UK Power Plant.csv
707,Kiel,,,Gemeinschaftskraftwerk Kiel,Germany,Coal,,354.0,54.330154175,10.15705315,Germany Power Plants (conventional).csv
708,Passau Ingling,,,Passau Ingling,Germany,Hydro,,86.4,48.5725844366,13.4548133694,Germany Power Plants (conventional).csv
709,Cartagena Ecocarburantes,,,Ecocarburantes,Spain,Natural Gas,,21.666,37.605121,-0.986232,Spain Power Plants Over 10 MW.csv
710,Philippsburg,,,Philippsburg,Germany,Nuclear,,2384.0,49.2525,8.4363888889,EU Nuclear Power.csv
711,Ivoz Ramet,,,Hu Ivoz Ramet,Belgium,Hydro,,10.2,50.6022256026,5.44355392456,Belgium Power Plant.csv
712,Heysham ,,,Heysham,United Kingdom,Nuclear,,2750.0,54.0288888889,-2.9161111111,EU Nuclear Power.csv
713,Munster Neubau,,,RestmüLl Stuttgart MüNster,Germany,Coal,,159.9,48.7803863966,9.17851520596,Germany Power Plants (conventional).csv
714,Porto Viro,,,Porto Viro,Italy,Natural Gas,,125.0,45.0242507,12.23138015,Italy Power Plant.csv
715,Sesto  Giovanni,,,Sesto Giovanni,Italy,Natural Gas,,113.6,45.53776025,9.2450853,Italy Power Plant.csv
716,Vogelgrun,,,Vogelgrun,France,Hydro,,140.5,48.0178314922,7.52795219421,France Power Plant.csv
717,Sizewell B,,,Sizewell B,United Kingdom,Nuclear,,1320.0,52.2133333333,1.6186111111,EU Nuclear Power.csv
718,Taio,,,Taio,Italy,Hydro,,161.0,46.334602623,11.0642623901,Italy Power Plant.csv
719,Tannheim,,,Tannheim,Germany,Hydro,,14.5,47.9998147,10.0841327,Germany Power Plants (conventional).csv
720,Randens,,,Randens,France,Hydro,,124.2,45.543586,6.302149,France Power Plant.csv
721,Lamarmora,,,Lamarmora,Italy,Oil,,144.6,45.5323606,10.22387935,Italy Power Plant.csv
722,Grosio,,,Grosio,Italy,Hydro,,655.0,46.489007,10.294052,Italy Power Plant.csv
723,Solnova,,,Solar Termica Solnova,Spain,Solar,,150.0,37.38714,-6.201059,Spain Power Plants Over 10 MW.csv
724,Las Cabrillas,,,Cabrillas,Spain,Wind,,28.5,40.532667,-0.262492,Spain Power Plants Over 10 MW.csv
725,Aibar,,,Aibar,Spain,Wind,,33.84,42.5920161365,-1.36041641235,Spain Power Plants Over 10 MW.csv
726,Pena Blanca,,,Muela Penas Blancas,Spain,Wind,,50.14,42.6448187623,-1.51971817017,Spain Power Plants Over 10 MW.csv
727,Serra  Tallat,,,Serra Tallat,Spain,Wind,,49.5,42.3833333,2.2666667,Spain Power Plants Over 10 MW.csv
728,Folch,,,Folch,Spain,Wind,,64.5,40.502082,-0.191328,Spain Power Plants Over 10 MW.csv
729,Serra  Vilobi,,,Serra Vilobi,Spain,Wind,,40.5,42.1555139803,2.28275299072,Spain Power Plants Over 10 MW.csv
730,Aritz,,,Ariz Ariz,Spain,Wind,,19.2,43.0833333,-1.9166667,Spain Power Plants Over 10 MW.csv
731,Cerro   Nevera,,,Nevera,Spain,Wind,,31.5,39.8833333,-0.95,Spain Power Plants Over 10 MW.csv
732,Echague,,,Echague,Spain,Wind,,23.1,42.6525206646,-1.6259765625,Spain Power Plants Over 10 MW.csv
733,Xistral Cudramon,,,Cuadron,Spain,Wind,,22.0,43.678981,-7.894124,Spain Power Plants Over 10 MW.csv
734,Campalbo,,,Campalbo,Spain,Wind,,49.3,39.9,-1.2666667,Spain Power Plants Over 10 MW.csv
735,Rubio,,,Serra Rubio,Spain,Wind,,75.0,41.492256,2.033047,Spain Power Plants Over 10 MW.csv
736,Hermillion,,,Hermillon,France,Hydro,,115.6,45.2833333,6.35,France Power Plant.csv
737,Sierra Bicuerca,,,Sierro,Spain,Wind,,69.05,39.65,-1.4,Spain Power Plants Over 10 MW.csv
738,Losilla,,,Losilla,Spain,Wind,,35.9,38.9666667,-1.0833333,Spain Power Plants Over 10 MW.csv
739,Pinilla,,,Pinilla,Spain,Wind,,22.95,38.731851,-1.58674,Spain Power Plants Over 10 MW.csv
740,Cerro Pelado,,,Pela,Spain,Wind,,51.1,39.65,-1.4,Spain Power Plants Over 10 MW.csv
741,Alaiz,,,Alaiz,Spain,Wind,,34.98,42.736950122,-1.63313269615,Spain Power Plants Over 10 MW.csv
742,Xistral Soan,,,Solanazo,Spain,Wind,,19.6,43.678981,-7.894124,Spain Power Plants Over 10 MW.csv
743,Manzanera,,,Manzanera,Spain,Wind,,25.5,40.637747,-0.340412,Spain Power Plants Over 10 MW.csv
744,Salajones,,,Salajones,Spain,Wind,,21.78,42.5920161365,-1.36041641235,Spain Power Plants Over 10 MW.csv
745,Muela  Todolella,,,Muela Todolella,Spain,Wind,,40.5,40.637747,-0.340412,Spain Power Plants Over 10 MW.csv
746,Torre Miro,,,Torre Miro,Spain,Wind,,99.0,40.619665,-0.098917,Spain Power Plants Over 10 MW.csv
747,Sierra Selva,,,Selva,Spain,Wind,,33.0,42.45,-1.1166667,Spain Power Plants Over 10 MW.csv
748,Terral,,,Alabe Terral,Spain,Wind,,27.75,43.3666667,-7.4833333,Spain Power Plants Over 10 MW.csv
749,Sos Rey Catolico,,,Sos Rey Catolico,Spain,Wind,,48.75,42.496864,-1.215138,Spain Power Plants Over 10 MW.csv
750,Aizikibel,,,Aizkibel Corregida Potencia,Spain,Wind,,12.52,42.761469,-1.698808,Spain Power Plants Over 10 MW.csv
751,Arriello,,,Arrielo,Spain,Wind,,49.5,40.428847,-0.257745,Spain Power Plants Over 10 MW.csv
752,Pla D'Embalague,,,Pla Embalague,Spain,Wind,,37.5,40.532667,-0.262492,Spain Power Plants Over 10 MW.csv
753,Montemayor Sur,,,Alabe Montemayor Sur,Spain,Wind,,12.75,43.3666667,-7.4833333,Spain Power Plants Over 10 MW.csv
754,Penas  Dios,,,Penas Dios,Spain,Wind,,67.5,39.7493017101,-0.996837615967,Spain Power Plants Over 10 MW.csv
755,Sanguesa,,,Sanguesa,Spain,Waste,,30.2,42.5748266812,-1.28282546997,Spain Power Plants Over 10 MW.csv
756,Gamoneda,,,Gamoneda Ampl. Re,Spain,Wind,,49.55,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
757,Cinseiro,,,Cinseiro,Spain,Wind,,12.0,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
758,Vedadillo,,,Vedadillo,Spain,Wind,,49.5,42.389664,-1.793211,Spain Power Plants Over 10 MW.csv
759,Izco,,,Izco,Spain,Wind,,33.0,42.65683,-1.428727,Spain Power Plants Over 10 MW.csv
760,Perdon,,,Perdon,Spain,Wind,,20.3,42.748481,-1.722623,Spain Power Plants Over 10 MW.csv
761,Moncayuelo,,,Moncayuelo,Spain,Wind,,48.0,42.4333333,-1.75,Spain Power Plants Over 10 MW.csv
762,Ibargoiti,,,Ibargoiti,Spain,Wind,,22.44,42.6530256741,-1.30668640137,Spain Power Plants Over 10 MW.csv
763,Tor Di Valle,,,Tor Di Valle,Italy,Natural Gas,,223.0,41.811667,12.422778,Italy Power Plant.csv
764,Voghera,,,Voghera,Italy,Natural Gas,,400.0,45.028611,8.973333,Italy Power Plant.csv
765,Cabrera Aicole,,,Cabrera,Spain,Wind,,20.49,39.4166667,-0.7833333,Spain Power Plants Over 10 MW.csv
766,Gennevilliers,,,Gennevilliers,France,Natural Gas,,215.0,48.9333333,2.3,France Power Plant.csv
767,Torness,,,Torness,United Kingdom,Nuclear,,1364.0,55.9680555556,-2.4091666667,EU Nuclear Power.csv
768,North Rhins,,,North Rhins,United Kingdom,Wind,,22.0,55.8442276315,-4.57068245777,UK Power Plant.csv
769,Campollano Gramal,,,Gramal,Spain,Wind,,37.4,38.9497,-2.35419,Spain Power Plants Over 10 MW.csv
770,Mallen,,,Mallen,Spain,Wind,,30.0,41.900642,-1.41994,Spain Power Plants Over 10 MW.csv
771,Tryland,,,Tryland,Norway,Hydro,,5.0,58.25,7.9666667,Norway Power Plants (ENTSOE) .csv
772,Berlifoss,,,Berlifoss,Norway,Hydro,,13.0,59.1666667,8.5,Norway Power Plants (ENTSOE) .csv
773,Smeland,,,Smeland,Norway,Hydro,,28.0,58.6166667,7.4166667,Norway Power Plants (ENTSOE) .csv
774,Evenstad,,,Evenstad,Norway,Hydro,,27.0,58.5666667,8.6833333,Norway Power Plants (ENTSOE) .csv
775,Hoylandsfoss,,,Hoylandsfoss,Norway,Hydro,,9.0,58.2666667,6.8333333,Norway Power Plants (ENTSOE) .csv
776,Hunsfoss,,,Hunsfos,Norway,Hydro,,18.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
777,Ulvund,,,Ulvund,Norway,Hydro,,22.0,62.8666667,8.45,Norway Power Plants (ENTSOE) .csv
778,Finsa,,,Finsa,Norway,Hydro,,37.0,58.66263,6.71694,Norway Power Plants (ENTSOE) .csv
779,Iveland,,,Iveland,Norway,Hydro,,53.0,58.3833333,7.8333333,Norway Power Plants (ENTSOE) .csv
780,Haverstad,,,Haverstad,Norway,Hydro,,62.0,58.1,7.0666667,Norway Power Plants (ENTSOE) .csv
781,Logna,,,Logna,Norway,Hydro,,22.0,58.3166667,6.6666667,Norway Power Plants (ENTSOE) .csv
782,Tjonnesfoss,,,Tjonnefoss,Norway,Hydro,,8.0,59.1666667,8.5,Norway Power Plants (ENTSOE) .csv
783,Rygene,,,Rygene,Norway,Hydro,,65.0,58.4,8.6333333,Norway Power Plants (ENTSOE) .csv
784,Laudal,,,Laudal,Norway,Hydro,,38.0,58.25,7.5,Norway Power Plants (ENTSOE) .csv
785,Nomeland,,,Nomeland,Norway,Hydro,,56.0,58.3833333,7.8333333,Norway Power Plants (ENTSOE) .csv
786,Uleberg,,,Uleberg,Norway,Hydro,,11.0,58.55,7.7833333,Norway Power Plants (ENTSOE) .csv
787,Steinsfoss,,,Steinsfoss,Norway,Hydro,,125.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
788,Bjelland,,,Bjelland,Norway,Hydro,,70.0,58.3833333,7.5166667,Norway Power Plants (ENTSOE) .csv
789,Hogefoss,,,Hogefoss,Norway,Hydro,,27.0,59.1666667,8.5,Norway Power Plants (ENTSOE) .csv
790,Amli Gjov,,,Amli,Norway,Hydro,,28.0,58.45,8.3333333,Norway Power Plants (ENTSOE) .csv
791,Klosterfoss,,,Klosterfoss,Norway,Hydro,,12.0,59.20962,9.60897,Norway Power Plants (ENTSOE) .csv
792,Akzo Obernburg,,,Obernburg,Germany,Natural Gas,,112.5,49.562327,10.5258373,Germany Power Plants (conventional).csv
793,Sierra Lacera,,,Alconera,Spain,Wind,,38.82,38.6136513835,-1.11468315125,Spain Power Plants Over 10 MW.csv
794,Chantada,,,Pedra Chantada,Spain,Wind,,69.78,42.608758658,-7.77115345001,Spain Power Plants Over 10 MW.csv
795,Serralta,,,Serralta,Spain,Wind,,16.5,42.032494,-1.525907,Spain Power Plants Over 10 MW.csv
796,Fieschertal,,,Fieschertal,Switzerland,Hydro,,65.0,46.9944606198,8.62758603356,Switzerland Power Plant.csv
797,Vissoie,,,"Vissoie ""Groupe Auxiliaire""",Switzerland,Hydro,,50.68,46.216326,7.585437,Switzerland Power Plant.csv
798,Giumaglio,,,Giumaglio,Switzerland,Hydro,,8.94,46.274317,8.682139,Switzerland Power Plant.csv
799,Bitsch,,,Bitsch Biel,Switzerland,Hydro,,356.0,46.537072,7.2492305,Switzerland Power Plant.csv
800,Fully,,,Fully,Switzerland,Hydro,,6.0,46.1385117882,7.1146774292,Switzerland Power Plant.csv
801,Mieville,,,MiéVille,Switzerland,Hydro,,60.0,46.7125028147,8.27253180105,Switzerland Power Plant.csv
802,Chandoline,,,Chandoline,Switzerland,Hydro,,150.0,46.251268,7.593183,Switzerland Power Plant.csv
803,Martigny Bourg,,,Martigny Bourg,Switzerland,Hydro,,22.0,46.0906147477,7.06369400024,Switzerland Power Plant.csv
804,Oberems,,,Oberems Argessa,Switzerland,Hydro,,8.2,46.281545,7.695311,Switzerland Power Plant.csv
805,Turtmann,,,Turtmann,Switzerland,Hydro,,24.0,46.301478,7.701951,Switzerland Power Plant.csv
806,Litziruti Arosa,,,LitzirüTi,Switzerland,Hydro,,5.0,46.7993783672,9.70462489449,Switzerland Power Plant.csv
807,Luen,,,LüEn Plessur Clasaurer,Switzerland,Hydro,,7.2,46.8498606899,9.53287124634,Switzerland Power Plant.csv
808,Son Reus,,,Son Reus Turbina Cc,Spain,Oil,,451.0,39.5693907934,2.65023708344,Spain Power Plants Over 10 MW.csv
809,Cedeira  Capelada,,,Capelada,Spain,Wind,,31.35,43.660443,-8.057186,Spain Power Plants Over 10 MW.csv
810,Rialb,,,C.H. Rialb .,Spain,Hydro,,30.7,41.9752689311,1.25607848167,Spain Power Plants Over 10 MW.csv
811,Mahon,,,Mahon Turbina,Spain,Oil,,154.4,39.896436,4.259713,Spain Power Plants Over 10 MW.csv
812,Muela Ecyr,,,Muel,Spain,Wind,,16.86,41.580138,-1.117193,Spain Power Plants Over 10 MW.csv
813,Sassello (Roveredo),,,Sassello,Switzerland,Hydro,,20.8,46.235122,9.126217,Switzerland Power Plant.csv
814,Filisur,,,Filisur,Switzerland,Hydro,,65.0,46.672147,9.688013,Switzerland Power Plant.csv
815,Pintrun,,,Pintrun,Switzerland,Hydro,,6.48,46.7395037348,8.8286818132,Switzerland Power Plant.csv
816,Soazza,,,Soazza,Switzerland,Hydro,,83.0,46.3932498,8.52042375,Switzerland Power Plant.csv
817,Reichenau,,,Reichenau,Switzerland,Hydro,,19.06,46.5333333,9.2,Switzerland Power Plant.csv
818,Sedrun,,,Sedrun,Switzerland,Hydro,,150.75,46.681556,8.778587,Switzerland Power Plant.csv
819,Siebnen,,,Siebnen,Switzerland,Hydro,,51.52,46.7598904577,7.96979484115,Switzerland Power Plant.csv
820,Beznau Hydro,,,Beznau,Switzerland,Hydro,,25.7,47.5709089378,8.25845718384,Switzerland Power Plant.csv
821,Champsec,,,Champsec,Switzerland,Hydro,,16.45,46.05806,7.242957,Switzerland Power Plant.csv
822,Riddes,,,Riddes,Switzerland,Hydro,,278.5,46.4862733801,7.19128440446,Switzerland Power Plant.csv
823,Goschenen,,,GöSchenen Andermatt,Switzerland,Hydro,,33.26,46.49055525,8.1844448,Switzerland Power Plant.csv
824,Russein,,,Russein,Switzerland,Hydro,,10.52,46.7034088063,8.85090351105,Switzerland Power Plant.csv
825,Fionnay Mauvoisin,,,Fionnay Mauvoisin,Switzerland,Hydro,,140.0,46.36089865,7.4590894,Switzerland Power Plant.csv
826,Goschenernalp,,,GöSchenen GöScheneralp,Switzerland,Hydro,,164.8,46.65,8.4833333,Switzerland Power Plant.csv
827,Rempen,,,Rempen,Switzerland,Hydro,,66.24,47.41750405,8.67764365,Switzerland Power Plant.csv
828,Reckingen,,,Reckingen,Switzerland,Hydro,,39.5,46.7994718,7.9004477,Switzerland Power Plant.csv
829,Klingnau,,,Klingnau,Switzerland,Hydro,,42.6,47.609723,8.237497,Switzerland Power Plant.csv
830,Bremgarten Zufikon,,,Bremgarten Zufikon,Switzerland,Hydro,,20.0,47.3510939057,8.3421421051,Switzerland Power Plant.csv
831,Butarque,,,Secado Termico Lodos R..R. Butarque,Spain,Natural Gas,,21.0,40.3393480621,-3.76848220825,Spain Power Plants Over 10 MW.csv
832,Stalvedro Aet,,,Stalvedro Aet,Switzerland,Hydro,,14.0,46.513609,8.678302,Switzerland Power Plant.csv
833,Nuova Biaschina,,,Biaschina,Switzerland,Hydro,,141.0,46.6636061099,7.87668160947,Switzerland Power Plant.csv
834,Stampa,,,Stampa,Switzerland,Hydro,,5.0,46.015621,8.945343,Switzerland Power Plant.csv
