id,CARMA,ENTSOE,GEO,OPSD,WRI,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
2355,Gjuva,Gjuva,,,,Hydro,,Norway,PP,11.0,,62.4833333,6.0,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000212K', u'CARMA': u'[15200]', u'OPSD': nan}"
2356,Goglio,Goglio devero,,,,Hydro,Run-Of-River,Italy,PP,20.0,,46.260882,8.320213,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-G01GGLOL', u'CARMA': u'[65703]', u'OPSD': nan}"
2357,Gonnosfanadiga,Gonnosfanadiga,,,,Wind,,Italy,PP,22.1,,40.952214,14.528635,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S20GNNSN', u'CARMA': u'[6844]', u'OPSD': nan}"
2358,Grana no,Grana,,,,Hydro,,Norway,PP,90.0,,62.8833333,9.8333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002188', u'CARMA': u'[15663]', u'OPSD': nan}"
2359,Grasjo,Grasjo,,,,Hydro,,Norway,PP,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002374', u'CARMA': u'[15758]', u'OPSD': nan}"
2360,Gravedona,Gravedona,,,,Hydro,Run-Of-River,Italy,PP,14.0,,46.146389,9.300937,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03GCRV8', u'CARMA': u'[15772]', u'OPSD': nan}"
2361,Gravfoss,Gravfos,,,,Hydro,Run-Of-River,Norway,PP,50.0,,59.9333333,10.0,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000220L', u'CARMA': u'[15775]', u'OPSD': nan}"
2362,Gregorio magno,Gregorio magno,,,,Wind,,Italy,PP,39.0,,40.658014,15.401858,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S15SGANH', u'CARMA': u'[59399]', u'OPSD': nan}"
2363,Gresslifoss,Gresslifoss,,,,Hydro,,Norway,PP,26.0,,63.0833333,11.5,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000223F', u'CARMA': u'[15910]', u'OPSD': nan}"
2364,Gressoney,Gressoney,,,,Hydro,,Italy,PP,12.0,,45.829667,7.82321,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S02GRSSV', u'CARMA': u'[63174]', u'OPSD': nan}"
2365,Grighine,Grighine,,,,Wind,,Italy,PP,98.9,,39.8863889,8.7791667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S20CGNTW', u'CARMA': u'[55009]', u'OPSD': nan}"
2366,Grigno,Grigno,,,,Hydro,Run-Of-River,Italy,PP,14.0,,46.016007,11.636892,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S04GRGNS', u'CARMA': u'[65827]', u'OPSD': nan}"
2367,Gronnsdal,Gronsdal,,,,Hydro,,Norway,PP,36.0,,60.4333333,5.85,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000234A', u'CARMA': u'[16000]', u'OPSD': nan}"
2368,Gronvollfoss,Gronvollfoss,,,,Hydro,,Norway,PP,40.1,,59.55936,9.25853,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002358', u'CARMA': u'[16002]', u'OPSD': nan}"
2369,Grosotto,Grosotto,,,,Hydro,Run-Of-River,Italy,PP,15.0,,46.283001,10.259756,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03AGMS6', u'CARMA': u'[16011]', u'OPSD': nan}"
2370,Grottole,Grottole mw,,,,Wind,,Italy,PP,54.0,,40.60102,16.37928,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S17G2RTL', u'CARMA': u'[16060]', u'OPSD': nan}"
2371,Grytaga,Grytaga,,,,Hydro,,Norway,PP,61.3,,65.8333333,13.2,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000230I', u'CARMA': u'[16090]', u'OPSD': nan}"
2372,Grytten,Grytten kraftver,,,,Hydro,,Norway,PP,160.0,,62.55,7.6833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002293', u'CARMA': u'[16093]', u'OPSD': nan}"
2373,Guadalami,Guadalami c.le,,,,Hydro,,Italy,PP,85.0,,37.997948,13.279745,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S19GCDLR', u'CARMA': u'[16116]', u'OPSD': nan}"
2374,Guolas,Guolas,,,,Hydro,,Norway,PP,90.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002382', u'CARMA': u'[16331]', u'OPSD': nan}"
2375,Guspini,Guspini,,,,Wind,,Italy,PP,24.0,,40.952214,14.528635,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S20FGRLL', u'CARMA': u'[65007]', u'OPSD': nan}"
2376,Haalandsfoss,Halandsfossen,,,,Hydro,,Norway,PP,6.2,,61.36311,5.39809,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000315A', u'CARMA': u'[16408]', u'OPSD': nan}"
2377,Haen,Haen,,,,Hydro,,Norway,PP,30.0,,64.2666667,10.5833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000312G', u'CARMA': u'[16474]', u'OPSD': nan}"
2378,Hakvik,Hakvik,,,,Hydro,,Norway,PP,11.4,,68.4,17.3166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000314C', u'CARMA': u'[16560]', u'OPSD': nan}"
2379,Halmstad,Gasturbiner halmstad,,,,Oil,,Sweden,CHP,250.86,,56.6744621982,12.8567612171,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'46WPU00000000024', u'CARMA': u'[16641]', u'OPSD': nan}"
2380,Hammeren,Hammeren,,,,Hydro,,Norway,PP,6.0,,69.6,20.55,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002455', u'CARMA': u'[16732]', u'OPSD': nan}"
2381,Hanefoss,Hanefoss,,,,Hydro,,Norway,PP,42.1,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002463', u'CARMA': u'[16788]', u'OPSD': nan}"
2382,Harpefossen,Harpefossen,,,,Hydro,,Norway,PP,100.0,,61.5666667,9.9333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WPI00000002485', u'CARMA': u'[16958]', u'OPSD': nan}"
2383,Haukeli,Haukeli,,,,Hydro,,Norway,PP,5.5,,59.75,7.5166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002536', u'CARMA': u'[17131]', u'OPSD': nan}"
2384,Haukrei,Haukrei,,,,Hydro,,Norway,PP,18.8,,59.1865,8.0895,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002552', u'CARMA': u'[17132]', u'OPSD': nan}"
2385,Haverstad,Haverstad,,,,Hydro,,Norway,PP,62.0,,58.1,7.0666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003184', u'CARMA': u'[17174]', u'OPSD': nan}"
2386,Havoygavlen,Havoygavlen,,,,Wind,,Norway,PP,40.0,,69.5833333,18.1291667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002560', u'CARMA': u'[17183]', u'OPSD': nan}"
2387,Heggmoen,Heggmoen,,,,Hydro,,Norway,PP,12.0,,67.28,14.40501,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000257Z', u'CARMA': u'[17315]', u'OPSD': nan}"
2388,Hegsetfoss,Hegsetfoss,,,,Hydro,,Norway,PP,40.3,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000258X', u'CARMA': u'[17317]', u'OPSD': nan}"
2389,Hekni,Hekni,,,,Hydro,,Norway,PP,60.0,,58.65,8.9666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002609', u'CARMA': u'[17373]', u'OPSD': nan}"
2390,Hellandsfoss,Hellandsfoss,,,,Hydro,,Norway,PP,35.0,,60.1,6.6333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002617', u'CARMA': u'[17395]', u'OPSD': nan}"
2391,Hemsil,Hemsil,,,,Hydro,,Norway,PP,154.4,,60.7,8.95,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002633', u'CARMA': u'[17451]', u'OPSD': nan}"
2392,Hensfoss,Hensfoss,,,,Hydro,,Norway,PP,20.0,,60.1166667,10.2666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002641', u'CARMA': u'[17505]', u'OPSD': nan}"
2393,Herlandsfoss,Herlandsfoss,,,,Hydro,,Norway,PP,15.0,,60.55,5.5833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WPI00000002655', u'CARMA': u'[17537]', u'OPSD': nan}"
2394,Herva,Herva,,,,Hydro,,Norway,PP,45.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000266Y', u'CARMA': u'[17581]', u'OPSD': nan}"
2395,Hitra,Hitra,,,,Wind,,Norway,PP,55.2,,63.6333333,8.7333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000269S', u'CARMA': u'[17911]', u'OPSD': nan}"
2396,Hjartdola,Hjartdola,,,,Hydro,,Norway,PP,150.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002706', u'CARMA': u'[17917]', u'OPSD': nan}"
2397,Hjelmeland,Hjelmeland,,,,Hydro,Run-Of-River,Norway,PP,6.0,,59.2333333,6.1833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002714', u'CARMA': u'[17921]', u'OPSD': nan}"
2398,Hodnaberg,Hodnaberg,,,,Hydro,,Norway,PP,43.0,,60.62296,6.42286,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002730', u'CARMA': u'[18004]', u'OPSD': nan}"
2399,Hofsfoss,Hofsfoss,,,,Hydro,,Norway,PP,32.0,,60.16804,10.25647,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000275X', u'CARMA': u'[18023]', u'OPSD': nan}"
2400,Hogefoss,Hogefoss,,,,Hydro,,Norway,PP,27.0,,59.1666667,8.5,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000302J', u'CARMA': u'[18035]', u'OPSD': nan}"
2401,Hogga,Hogga,,,,Hydro,,Norway,PP,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000276V', u'CARMA': u'[18046]', u'OPSD': nan}"
2402,Hogstad,Hogstad,,,,Hydro,Run-Of-River,Norway,PP,10.8,,59.28843,9.71,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000277T', u'CARMA': u'[18049]', u'OPSD': nan}"
2403,Hol,Hol,,,,Hydro,,Norway,PP,86.0,,60.6666667,8.75,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002803', u'CARMA': u'[18108, 18107]', u'OPSD': nan}"
2404,Hol,Hol,,,,Hydro,,Norway,PP,245.0,,60.6333333,8.1666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000278R', u'CARMA': u'[18106]', u'OPSD': nan}"
2405,Holen,Holen,,,,Hydro,,Norway,PP,460.0,,59.35,7.3333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000002811', u'CARMA': u'[18119]', u'OPSD': nan}"
2406,Holjes,Höljes,,,,Hydro,,Sweden,PP,130.0,,60.9,12.6,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'46WPU0000000022Z', u'CARMA': u'[18140]', u'OPSD': nan}"
2407,Hone,Hone,,,,Hydro,Run-Of-River,Italy,PP,29.51,,45.613561,7.738513,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S02H1NO5', u'CARMA': u'[18245, 18244]', u'OPSD': nan}"
2408,Horns rev,Horns rev,,,,Wind,,Denmark,PP,369.3,,55.559567,8.077059,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'45V0000000000229', u'CARMA': u'[18414, 18415]', u'OPSD': nan}"
2409,Hovatn,Hovatn,,,,Hydro,,Norway,PP,55.0,,58.9833333,7.6833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000291Z', u'CARMA': u'[18547]', u'OPSD': nan}"
2410,Hove,Hove,,,,Hydro,,Norway,PP,73.0,,62.05,5.3333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000292X', u'CARMA': u'[18551]', u'OPSD': nan}"
2411,Hoylandsfoss,Hoylandsfoss,,,,Hydro,,Norway,PP,8.5,,58.2666667,6.8333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000311I', u'CARMA': u'[18569]', u'OPSD': nan}"
2412,Hunderfossen,Hunderfossen,,,,Hydro,,Norway,PP,124.0,,61.11514,10.46628,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000294T', u'CARMA': u'[18835]', u'OPSD': nan}"
2413,Hunsfoss,Hunsfos,,,,Hydro,,Norway,PP,17.5,,58.26936,7.97413,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000297N', u'CARMA': u'[18850]', u'OPSD': nan}"
2414,Huutokoski,Huutokoski kt,,,,Oil,,Finland,PP,180.0,,62.9,29.4,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'44W-T-KT-000002G', u'CARMA': u'[18927]', u'OPSD': nan}"
2415,Hylen,Hylen,,,,Hydro,,Norway,PP,190.0,,59.5,6.5,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000299J', u'CARMA': u'[18972]', u'OPSD': nan}"
2416,Iardino,Iardino,,,,Wind,,Italy,PP,14.0,,41.063015,14.450632,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S15PILCD', u'CARMA': u'[18998]', u'OPSD': nan}"
2417,Ildgrubfossen,Ildgruben,,,,Hydro,,Norway,PP,7.4,,68.35,17.0166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000320H', u'CARMA': u'[19185]', u'OPSD': nan}"
2418,Inkoo,Inkoo,,,,Hard Coal,,Finland,PP,1000.0,,60.045871497,24.0045905113,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'44W-T-LV-000001R', u'CARMA': u'[19401]', u'OPSD': nan}"
2419,Innset,Innset,,,,Hydro,,Norway,PP,105.0,,68.65,18.8333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000321F', u'CARMA': u'[19424]', u'OPSD': nan}"
2420,Isola bienno,Isola,,,,Hydro,Run-Of-River,Italy,PP,12.0,,45.935793,10.293363,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03IMSLC', u'CARMA': u'[65135]', u'OPSD': nan}"
2421,Isola serafini,Isola serafini,,,,Hydro,Run-Of-River,Italy,PP,76.0,,45.089969,9.93657,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S08ISSLW', u'CARMA': u'[19690]', u'OPSD': nan}"
2422,Isollaz,Isollaz,,,,Hydro,Run-Of-River,Italy,PP,32.0,,45.690462,7.704711,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S02ISLLF', u'CARMA': u'[63175]', u'OPSD': nan}"
2423,Iveland,Iveland,,,,Hydro,,Norway,PP,52.5,,58.3833333,7.8333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003257', u'CARMA': u'[19800]', u'OPSD': nan}"
2424,Jarpstrommen,Järpströmmen,,,,Hydro,,Sweden,PP,118.0,,63.35,13.4833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'46WPU0000000019O', u'CARMA': u'[20101]', u'OPSD': nan}"
2425,Jorundland,Jorundland,,,,Hydro,,Norway,PP,65.0,,58.9,8.2666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003338', u'CARMA': u'[20539]', u'OPSD': nan}"
2426,Jostedal,Jostedal,,,,Hydro,,Norway,PP,320.0,,61.5827964745,7.27655410767,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003281', u'CARMA': u'[20554]', u'OPSD': nan}"
2427,Jukla,Jukla,,,,Hydro,,Norway,PP,44.0,,59.9833333,6.0166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WPI00000003295', u'CARMA': u'[20619]', u'OPSD': nan}"
2428,Juvfossen,Juvfossen,,,,Hydro,,Norway,PP,7.2,,62.0833333,6.9,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000331C', u'CARMA': u'[20675]', u'OPSD': nan}"
2429,Kaggefoss,Kaggefoss,,,,Hydro,Run-Of-River,Norway,PP,101.0,,59.9333333,10.0,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003370', u'CARMA': u'[20766]', u'OPSD': nan}"
2430,Kaldaga,Kaldaga,,,,Hydro,,Norway,PP,19.0,,68.045,15.7305556,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000339X', u'CARMA': u'[20894]', u'OPSD': nan}"
2431,Kaldestad,Kaldestad,,,,Hydro,,Norway,PP,30.0,,60.4833333,5.7333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000338Z', u'CARMA': u'[20895]', u'OPSD': nan}"
2432,Kalvedalen,Kalvedalen,,,,Hydro,,Norway,PP,22.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000340B', u'CARMA': u'[20974]', u'OPSD': nan}"
2433,Kangsliaga,Kangsliaga,,,,Hydro,,Norway,PP,3.3,,68.5333333,15.2166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003419', u'CARMA': u'[61453]', u'OPSD': nan}"
2434,Katowice,Katowice,,,,Hard Coal,,Poland,CHP,141.3,,50.2718615,19.0407105,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'19W000000000076Y', u'CARMA': u'[21486, 21485]', u'OPSD': nan}"
2435,Kaupanger,Kaupanger,,,,Hydro,,Norway,PP,5.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WPI00000003465', u'CARMA': u'[66228]', u'OPSD': nan}"
2436,Kiste,Kiste,,,,Hydro,Run-Of-River,Norway,PP,7.0,,59.28843,9.71,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003516', u'CARMA': u'[22333]', u'OPSD': nan}"
2437,Kistefoss,Kistefoss,,,,Hydro,,Norway,PP,6.8,,60.24143,10.38503,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003524', u'CARMA': u'[64614]', u'OPSD': nan}"
2438,Kjela,Kjela,,,,Hydro,,Norway,PP,71.8,,59.3,9.0333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003532', u'CARMA': u'[22391]', u'OPSD': nan}"
2439,Kjollefjord,Kjollefjord,,,,Wind,,Norway,PP,50.0,,70.5666667,27.0166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000356X', u'CARMA': u'[22394]', u'OPSD': nan}"
2440,Klosterfoss,Klosterfoss,,,,Hydro,Run-Of-River,Norway,PP,12.0,,59.20962,9.60897,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000003613', u'CARMA': u'[22484]', u'OPSD': nan}"
2441,Knutfoss,Knutfoss,,,,Hydro,,Norway,PP,5.4,,64.46543,12.31491,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000365W', u'CARMA': u'[66229]', u'OPSD': nan}"
2442,Kobbelv,Kobbelv,,,,Hydro,,Norway,PP,352.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000366U', u'CARMA': u'[22543]', u'OPSD': nan}"
2443,Kolsvik,Kolsvik,,,,Hydro,,Norway,PP,162.9,,65.2166667,12.7833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000368Q', u'CARMA': u'[22697]', u'OPSD': nan}"
