id,Name,Country,Fueltype,location,File,Technology,Capacity,lat,lon
296,Bahia algeciras,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,731.0,,
297,Baillie,United Kingdom,Wind,Scotland,UK Power Plant.csv,,53.0,56.7861112,-4.1140517
298,Baix logis neuf,France,Hydro,,France Power Plant.csv,,140.0,,
299,Bajal,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,48.0,,
300,Bajlum,Denmark,Wind,Onshore - Skive Municipality,Denmark Power Plant.csv,,15.0,,
301,Balavaud,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.48,,
302,Ballangen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,7.0,,
303,Ballylumford,Ireland,Oil,,Ireland and Northern Ireland.csv,,116.0,,
304,Ballylumford,United Kingdom,Natural Gas,Northern Ireland,UK Power Plant.csv,,1156.0,54.6294982,-6.7654415
305,Ballylumford ccgt,Ireland,Natural Gas,,Ireland and Northern Ireland.csv,CCGT,1105.0,,
306,Ballylumford ocgt,United Kingdom,Natural Gas,Northern Ireland,UK Power Plant.csv,OCGT,116.0,54.6294982,-6.7654415
307,Balmurrie fell,United Kingdom,Wind,Scotland,UK Power Plant.csv,,9.0,56.7861112,-4.1140517
308,Balsfjord,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
309,Baltschieder,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.33,,
310,Bancal,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,21.0,,
311,Bancales,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,32.2,,
312,Bandeleras,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.0,,
313,Bannwald,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.44,,
314,Bannwald wva,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.3,,
315,Bannwil,Switzerland,Hydro,Nufenen,Switzerland Power Plant.csv,,28.5,46.5394258,9.2435939
316,Baos pumar,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.6,,
317,Barasona s.jose,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,22.1,,
318,Barazar,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,82.7,,
319,Barbanza,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,19.8,,
320,Barbas oro,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
321,Barbers,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
322,Barca,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,52.09,,
323,Barcena,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,61.15,,
324,Barchin,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.0,,
325,Bardales,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,84.0,,
326,Bardufoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
327,Bardukrv,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,47.0,,
328,Bargaus,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.82,,
329,Bargi centrale,Italy,Hydro,CAMUGNANO,Italy Power Plant.csv,,281.0,44.170457,11.088812
330,Barkantine heat & company,United Kingdom,Natural Gas,London,UK Power Plant.csv,,1.0,51.5073219,-0.1276473
331,Barlockhart moor,United Kingdom,Wind,Scotland,UK Power Plant.csv,,8.0,56.7861112,-4.1140517
332,Barmen,Germany,Natural Gas,Wuppertal,Germany Power Plants (conventional).csv,,82.0,51.264018,7.1780374
333,Barmoor,United Kingdom,Wind,North East,UK Power Plant.csv,,12.0,50.5949824,-1.9518955
334,Barra,United Kingdom,Oil,Scotland,UK Power Plant.csv,,3.0,56.7861112,-4.1140517
335,Barrados,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,15.88,,
336,Barranco tirajana,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,202.08,,
337,Barranco tirajana $$,Spain,,,Spain Power Plants Over 10 MW.csv,,150.0,,
338,Barranco tirajana vapor,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,217.18,,
339,Barranco tirajana vapor $$,Spain,,,Spain Power Plants Over 10 MW.csv,,77.0,,
340,Barrancos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,20.0,,
341,Barranquetes,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.6,,
342,Barrepolder,Netherlands,Wind,zoeterwoude,Netherlands Power Plant.csv,,12.0,52.1176271,4.50323137682
343,Barrios,Spain,Coal,,Spain Power Plants Over 10 MW.csv,,570.05,,
344,Barrios gordon,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,44.88,,
345,Barrow,United Kingdom,Wind,North West,UK Power Plant.csv,,90.0,52.2370231,-0.4686148
346,Barry,United Kingdom,Natural Gas,Wales,UK Power Plant.csv,,235.0,52.2928116,-3.7389299
347,Bartolome,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.4,,
348,Bascunana,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
349,Bassalt,Sweden,Hydro,"Laholm Municipality, Hallands County",Sweden Power Plant.csv,,8.0,,
350,Bassecourt,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.03,,
351,Bastardo,Italy,Coal,GUALDO CATTANEO,Italy Power Plant.csv,,150.0,42.9094087,12.5558159
352,Bastusel,Sweden,Hydro,Skellefte älv,Sweden Power Plant.csv,,107.0,,
353,Batfors,Sweden,Hydro,"Skellefteå Municipality, Västerbotten County",Sweden Power Plant.csv,,42.0,,
354,Bathie,France,Hydro,,France Power Plant.csv,,575.0,,
355,Batsvann,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,38.0,,
356,Battenoert,Netherlands,Wind,Goeree-Overflakkee,Netherlands Power Plant.csv,,12.0,51.75128625,4.13576996849
357,Bavona,Switzerland,Hydro,Unterschächen,Switzerland Power Plant.csv,,140.0,46.8631124,8.7703521
358,Bayer,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,12.7,,
359,Bayo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
360,Beabuorren,Netherlands,Wind,Súdwest Friesland,Netherlands Power Plant.csv,,10.4,52.97483265,5.43607389247
361,Bears down,United Kingdom,Wind,South West,UK Power Plant.csv,,10.0,50.5947727,-1.9521986
362,Beatrice,United Kingdom,Wind,Scotland,UK Power Plant.csv,,10.0,56.7861112,-4.1140517
363,Beauchastel,France,Hydro,,France Power Plant.csv,,198.0,,
364,Becerril,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,14.4,,
365,Becosa baeza,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,10.892,,
366,Becosa cabra,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,17.675,,
367,Becosa carmona,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,15.159,,
368,Becosa fuente piedra,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,16.434,,
369,Becosa palos,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,10.0,,
370,Beerse tj,Belgium,Oil,,Belgium Power Plant.csv,,33.2,,
371,"Befesa valorizacion azufre, s.l.u.",Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,12.2,,
372,Beg,Germany,Waste,Bremerhaven,Germany Power Plants (conventional).csv,,14.0,53.5522264,8.5865509
373,Begna,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
374,Beinn an tuirc,United Kingdom,Wind,Scotland,UK Power Plant.csv,,74.0,56.7861112,-4.1140517
375,Beinn ghlas,United Kingdom,Wind,Scotland,UK Power Plant.csv,,8.0,56.7861112,-4.1140517
376,Beinn tharsuinn,United Kingdom,Wind,Scotland,UK Power Plant.csv,,30.0,56.7861112,-4.1140517
377,Bejo,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,20.8,,
378,Belate,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,43.8,,
379,Belchite,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
380,Belen,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,34.32,,
381,Belesar,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,310.21,,
382,Bellerive,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.52,,
383,Belleville,France,Nuclear,,EU Nuclear Power.csv,,2726.0,,
384,Belmonte,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,34.85,,
385,Belvedere,United Kingdom,Waste,South East,UK Power Plant.csv,,80.0,51.4510191,-0.993491340498
386,Belwind phase,Belgium,Wind,,Belgium Power Plant.csv,,171.0,,
387,Bembezar,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,14.86,,
388,Ben aketil,United Kingdom,Wind,Scotland,UK Power Plant.csv,,28.0,56.7861112,-4.1140517
389,Benageber,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,14.91,,
390,Benalaz,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,54.0,,
391,Benejama,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,21.75,,
392,Benis,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,10.5,,
393,Berdalskraft,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
394,Bergeforsen,Sweden,Hydro,Indalälven,Sweden Power Plant.csv,,166.0,,
395,Bergerfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,3.0,,
396,Bergheim,Germany,Hydro,Bergheim,Germany Power Plants (conventional).csv,,23.7,50.9540994,6.6407656
397,Bergkamen,Germany,Coal,Bergkamen,Germany Power Plants (conventional).csv,,717.0,51.6149389,7.6362876
398,Bergsbotn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,10.0,,
399,Bergvattnet,Sweden,Hydro,"Norråker, Strömsund Municipality, Jämtland County",Sweden Power Plant.csv,,21.0,,
400,Berild,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,17.0,,
401,Beringen,Belgium,Natural Gas,,Belgium Power Plant.csv,,422.0,,
402,Berlifoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,13.0,,
403,Bernhardweg,Netherlands,Wind,borsele,Netherlands Power Plant.csv,,12.0,51.4289113,3.83588438663
404,Berry burn,United Kingdom,Wind,Scotland,UK Power Plant.csv,,67.0,56.7861112,-4.1140517
405,Bersavatn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,11.0,,
406,Bertoldsheim,Germany,Hydro,Rennertshofen,Germany Power Plants (conventional).csv,,18.9,48.7564558,11.0494652
407,"Besos,",Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,1670.81,,
408,Bessakerfjellet,Norway,Wind,,Norway Power Plants (ENTSOE) .csv,,58.0,,
409,Bessy bell,United Kingdom,Wind,Northern Ireland,UK Power Plant.csv,,14.0,54.6294982,-6.7654415
410,Betica,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
411,Betty,United Kingdom,Wind,Scotland,UK Power Plant.csv,,6.0,56.7861112,-4.1140517
412,Beulet,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.72,,
413,Beveren indaver,Belgium,Hydro,,Belgium Power Plant.csv,,20.0,,
414,Beveren ineos phenolchemie,Belgium,Natural Gas,,Belgium Power Plant.csv,,22.8,,
415,Beveren sleco,Belgium,Hydro,,Belgium Power Plant.csv,,54.0,,
416,Bevieux,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.9,,
417,Bexbach,Germany,Coal,Bexbach,Germany Power Plants (conventional).csv,,721.0,49.3481028,7.2547607
418,Beznau,Switzerland,Hydro,,Switzerland Power Plant.csv,,19.5,,
419,Beznau wehrkraftwerk,Switzerland,Hydro,,Switzerland Power Plant.csv,,6.2,,
420,Bhkw,Germany,Natural Gas,Woerth,Germany Power Plants (conventional).csv,,13.0,53.4684056,10.4092105
421,Bhkw an klinkerweg,Germany,Natural Gas,Erkrath,Germany Power Plants (conventional).csv,,10.2,51.2222062,6.9123242
422,Bhkw h.,Germany,Natural Gas,Düsseldorf,Germany Power Plants (conventional).csv,,16.9,51.2254018,6.7763137
423,Bhkw hauffstraße,Germany,Natural Gas,Reutlingen,Germany Power Plants (conventional).csv,,9.8,48.4919508,9.2114144
424,Bhkw ludwigshafen,Germany,Natural Gas,Ludwigshafen,Germany Power Plants (conventional).csv,,12.5,49.479236,8.439117
425,Bhkw obere viehweide,Germany,Natural Gas,Tübingen,Germany Power Plants (conventional).csv,,13.4,48.5236164,9.0535531
426,Biasca,Switzerland,Hydro,Ziegelbrücke,Switzerland Power Plant.csv,,324.0,47.1337403,9.0614783
427,Biaschina,Switzerland,Hydro,Boudry,Switzerland Power Plant.csv,,141.0,46.9551692,6.8372713
428,Biberist papierfabrik,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.5,,
429,Bicker fen,United Kingdom,Wind,East Midlands,UK Power Plant.csv,,26.0,52.79657515,-0.671822206834
430,Bidueiros,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,31.2,,
431,Bienvenida,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,32.0,,
432,Biescas,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,61.4,,
433,Bieudron,Switzerland,Hydro,"Adelboden, Engstligenalp",Switzerland Power Plant.csv,,1285.0,46.4522866,7.5617641
434,Bigge,Germany,Hydro,Attendorn,Germany Power Plants (conventional).csv,,15.0,51.1250541,7.9010992
435,Bilbster,United Kingdom,Wind,Scotland,UK Power Plant.csv,,4.0,56.7861112,-4.1140517
436,Bin mountain,United Kingdom,Wind,Northern Ireland,UK Power Plant.csv,,9.0,54.6294982,-6.7654415
437,Bingsfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,36.0,,
438,Bio herbrechtingen,Germany,Waste,Herbrechtingen,Germany Power Plants (conventional).csv,,14.0,48.6226932,10.1761696
439,Bioelectrica jienense,Spain,Other,,Spain Power Plants Over 10 MW.csv,,32.4,,
440,Bioelectrica jienense,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,49.0,,
441,Bioelectrica linares,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
442,Bioenergetica egabrense cabra,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,13.0,,
443,Bioenergia santamaria,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,12.8,,
444,Bioenergia santamaria,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.3,,
445,Bioenergie park klarsee,Germany,Waste,Krackow,Germany Power Plants (conventional).csv,,17.8,53.3429873,14.2641713
446,Bioetanol babilafuente,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,24.75,,
447,Bioetanol galicia,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,24.8,,
448,Biogas energia,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,20.48,,
449,Biohkw,Germany,Waste,Ulm,Germany Power Plants (conventional).csv,,13.2,48.3973944,9.9932755
450,Biomasse,Germany,Waste,Emlichheim,Germany Power Plants (conventional).csv,,20.0,52.611968,6.8527435
451,Biomasse malchin,Germany,Waste,Malchin,Germany Power Plants (conventional).csv,,9.8,53.7382631,12.7644198
452,Biomasse verstromungs anlage,Germany,Waste,Hagen,Germany Power Plants (conventional).csv,,20.0,51.357862,7.4727227
453,Biomasseheizkraftwerk piesteritz,Germany,Waste,Wittenberg/ Piesteritz,Germany Power Plants (conventional).csv,,18.1,51.8678903,12.5969035
454,Biomasseheizkraftwerk wiesbaden,Germany,Waste,Wiesbaden,Germany Power Plants (conventional).csv,,10.5,50.0833,8.25
455,Biomassekraftwerk bischofferode,Germany,Waste,Bischofferode,Germany Power Plants (conventional).csv,,18.1,51.497127,10.4435839
456,Biostoom oostende,Belgium,Hydro,,Belgium Power Plant.csv,,19.4,,
457,Birkeland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
458,Birsfelden,Switzerland,Hydro,Soyhières,Switzerland Power Plant.csv,,100.0,47.390073,7.3696855
459,Bischofshofen,Austria,Hydro,,Verbund Power Plant.csv,,16.0,,
460,Bischofszell papierfabrik,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.02,,
461,Bisisthal,Switzerland,Hydro,,Switzerland Power Plant.csv,,15.8,,
462,Bitsch biel,Switzerland,Hydro,Orbe,Switzerland Power Plant.csv,,340.0,46.724144,6.5317943
463,Bittenbrunn,Germany,Hydro,Neuburg an der Donau,Germany Power Plants (conventional).csv,,20.2,48.7371951,11.1795268
464,Bjelland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,70.0,,
465,Bjerka,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,29.0,,
466,Bjirmen,Netherlands,Wind,Franekeradeel,Netherlands Power Plant.csv,,6.0,53.19948185,5.5489597461
467,Bjolvefossen,Norway,Natural Gas,,Norway Power Plants (ENTSOE) .csv,,13.0,,
468,Bjolvo,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,117.0,,
469,Bjordal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
470,Bjorendal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,,,
471,Bjorgum,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
472,Bjorkasen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
473,Bjorkhojden,Sweden,Wind,Sollefteå and Ragunda municipalities,Sweden Power Plant.csv,,288.0,,
474,Bjorna,Sweden,Hydro,"Örnsköldsvik Municipality, Västernorrland County",Sweden Power Plant.csv,,17.0,,
475,Bjorndalen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
476,Bjorndalselva,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
477,Bjurfors nedre,Sweden,Hydro,"Vindeln Municipality, Västerbotten County",Sweden Power Plant.csv,,78.0,,
478,Bjurfors ovre,Sweden,Hydro,"Vindeln Municipality, Västerbotten County",Sweden Power Plant.csv,,42.0,,
479,Bkf,Germany,Waste,Frankfurt am Main,Germany Power Plants (conventional).csv,,12.4,50.110653,8.682093
480,Black,United Kingdom,Wind,Scotland,UK Power Plant.csv,,29.0,56.7861112,-4.1140517
481,Black law,United Kingdom,Wind,Scotland,UK Power Plant.csv,,124.0,56.7861112,-4.1140517
482,Black rock,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,4.0,56.7861112,-4.1140517
483,Blackburn,United Kingdom,Natural Gas,North West,UK Power Plant.csv,,59.0,52.2370231,-0.4686148
484,Blackburn meadows,United Kingdom,Waste,Yorkshire and the Humber,UK Power Plant.csv,,33.0,53.93188775,-1.16644892949
485,Blackstone edge,United Kingdom,Wind,Yorkshire and the Humber,UK Power Plant.csv,,6.0,53.93188775,-1.16644892949
486,Blafal.,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,429.0,,
487,Blafalli,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,39.0,,
488,Blanco,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,42.0,,
489,Blantyre,United Kingdom,Wind,Scotland,UK Power Plant.csv,,17.0,56.7861112,-4.1140517
490,Blatten,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.45,,
491,Blatten sak,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.35,,
492,Blauw,Netherlands,Wind,Koggenland,Netherlands Power Plant.csv,,1.6,52.6475784,4.95232646863
493,Blayais,France,Nuclear,,EU Nuclear Power.csv,,3804.0,,
494,Bleiche,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.22,,
495,Bleiloch,Germany,Hydro,Schleiz,Germany Power Plants (conventional).csv,,79.8,50.5774374,11.80891
496,Blenod,France,Natural Gas,,France Power Plant.csv,,427.0,,
497,Blockheizkraftwerk,Germany,Waste,Aschaffenburg,Germany Power Plants (conventional).csv,,2.0,49.9740542,9.1493636
498,Bloesemlaan,Netherlands,Wind,Zeewolde,Netherlands Power Plant.csv,,16.15,52.3451194,5.45807754736
499,Blumenstein,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.64,,
500,Blyth,United Kingdom,Wind,North East,UK Power Plant.csv,,4.0,50.5949824,-1.9518955
501,Bmhkw binderholz,Germany,Waste,Kösching,Germany Power Plants (conventional).csv,,15.1,48.8104641,11.4971139
502,Bmhkw re recklinghausen,Germany,Waste,Recklinghausen,Germany Power Plants (conventional).csv,,14.0,51.6143815,7.1978546
503,Bmk lünen,Germany,Waste,Lünen,Germany Power Plants (conventional).csv,,20.0,51.6140848,7.5239978
504,Bmkw bergkamen,Germany,Waste,Bergkamen,Germany Power Plants (conventional).csv,,17.7,51.6149389,7.6362876
505,Bmkw flörsheim wicker,Germany,Waste,Flörsheim Wicker,Germany Power Plants (conventional).csv,,12.6,50.0288637,8.4061469
506,Bmkw königs wusterhausen,Germany,Waste,Königs Wusterhausen,Germany Power Plants (conventional).csv,,17.1,52.2994511,13.6244389
507,Bmkw mannheim,Germany,Waste,Mannheim,Germany Power Plants (conventional).csv,,17.9,49.489591,8.467236
508,Boa,Germany,Coal,Grevenbroich,Germany Power Plants (conventional).csv,,2100.0,51.0905783,6.5835365
509,Bobia cruces,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,25.5,,
510,Bobia isidro,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.3,,
511,Bochum,Germany,Natural Gas,Bochum,Germany Power Plants (conventional).csv,,20.7,51.482321,7.2187465
512,Bocki,Switzerland,Hydro,,Switzerland Power Plant.csv,,8.7,,
513,Bodeguillas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.55,,
514,Boden,Sweden,Hydro,Lule älv,Sweden Power Plant.csv,,80.0,,
515,Bodenaya,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,18.0,,
516,Bodensdorf mur,Austria,Hydro,,Verbund Power Plant.csv,,7.0,,
517,Bodensdorf paal,Austria,Hydro,,Verbund Power Plant.csv,,27.0,,
518,Boga,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.4,,
519,Bogna,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,60.0,,
520,Bohrhügel,Germany,Natural Gas,Suhl,Germany Power Plants (conventional).csv,,13.5,50.6086518,10.6926437
521,Bohunice,Slovakia,Nuclear,,EU Nuclear Power.csv,,1010.0,,
522,Boinersa,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,24.6,,
523,Boira,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,34.5,,
524,Bolanos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.0,,
525,Bolarin,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.3,,
526,Bolarque,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,242.94,,
527,Bomlitz,Germany,Natural Gas,Bomlitz,Germany Power Plants (conventional).csv,,22.1,52.9032356,9.6590714
528,Bondo,Switzerland,Hydro,,Switzerland Power Plant.csv,,6.9,,
529,Bonnington,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,11.0,56.7861112,-4.1140517
530,Boqueron,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,22.0,,
531,Boqueron unificado,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
532,Borbollon,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
533,Borcecorex norte,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,31.45,,
534,Bordecorex norte,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,44.35,,
535,Borgund,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,240.0,,
536,Borja,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,37.51,,
537,Borne,France,Hydro,,France Power Plant.csv,,109.4,,
538,Borregaard inst,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,62.0,,
539,Borssele,Netherlands,Nuclear,,EU Nuclear Power.csv,,515.0,,
540,Bort,France,Hydro,,France Power Plant.csv,,235.0,,
541,Bortelalp,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.35,,
542,Bortveit,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,3.0,,
543,Bosque,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,21.75,,
544,Bossost,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,21.5,,
545,Bouchain,France,Natural Gas,,France Power Plant.csv,,575.0,,
546,Boudry les essert,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.5,,
547,Boundary lane,United Kingdom,Wind,North East,UK Power Plant.csv,,6.0,50.5949824,-1.9518955
548,Bourg les valence,France,Hydro,,France Power Plant.csv,,180.0,,
549,Bowbeat emly bank,United Kingdom,Wind,Scotland,UK Power Plant.csv,,16.0,56.7861112,-4.1140517
550,Bowbeat roughside,United Kingdom,Wind,Scotland,UK Power Plant.csv,,16.0,56.7861112,-4.1140517
551,Bowmore,United Kingdom,Oil,Scotland,UK Power Plant.csv,,6.0,56.7861112,-4.1140517
552,Boxberg,Germany,Coal,Boxberg,Germany Power Plants (conventional).csv,,2427.0,51.3872813,14.587484957
553,Boylefoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,102.0,,
554,Boyndie,United Kingdom,Wind,Scotland,UK Power Plant.csv,,16.0,56.7861112,-4.1140517
555,Bp amsterdam,Netherlands,Wind,Amsterdam,Netherlands Power Plant.csv,,9.0,52.3745403,4.89797550562
556,"Bp oil espana, s.a.u.",Spain,Oil,,Spain Power Plants Over 10 MW.csv,,22.58,,
557,Bp werk lingen,Germany,Natural Gas,Lingen,Germany Power Plants (conventional).csv,,66.0,52.5224659,7.316584
558,Bradwell,United Kingdom,Wind,North East,UK Power Plant.csv,,21.0,50.5949824,-1.9518955
559,Braes of doune,United Kingdom,Wind,Scotland,UK Power Plant.csv,,72.0,56.7861112,-4.1140517
560,Braevallich,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,2.0,56.7861112,-4.1140517
561,Bramois groupe,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.43,,
562,Bramois groupes à,Switzerland,Hydro,Buochs,Switzerland Power Plant.csv,,25.2,46.9739978,8.4205883
