id,CARMA,ENTSOE,GEO,OPSD,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
1774,Sanfront,Sanfront,,,Hydro,Run-Of-River,Italy,PP,14.4,,44.647034,7.321022,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01SNFRY]', u'CARMA': u'[39456]'}"
1775,Sarentino,Sarentino,,,Hydro,Run-Of-River,Italy,PP,23.8,,46.64352,11.355774,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S04SRNT9]', u'CARMA': u'[39849]'}"
1776,Sarp,Sarp,,,Hydro,Run-Of-River,Norway,PP,90.0,,59.28391,11.10962,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000006035]', u'CARMA': u'[39870]'}"
1777,Satriano,Satriano,,,Hydro,Run-Of-River,Italy,PP,58.0,,38.666883,16.481205,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S18S1TRV, 26WIMPI-S18S2TRR]', u'CARMA': u'[39927, 39928]'}"
1778,Saurdal,Saurdal,,,Hydro,Pumped Storage,Norway,PP,673.6,,58.9463889,5.6802778,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000607Y]', u'CARMA': u'[39960]'}"
1779,Savalen,Savalen,,,Hydro,Reservoir,Norway,PP,77.8,,62.10766,10.63073,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000006108]', u'CARMA': u'[39975]'}"
1780,Saviner,Saviner,,,Hydro,Run-Of-River,Italy,PP,13.0,,46.43392,11.976792,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S05SVNRS]', u'CARMA': u'[39994]'}"
1781,Sedini littighedu,Littigheddu,,,Wind,,Italy,PP,64.5,,40.852266,8.815716,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S20SDNLH]', u'CARMA': u'[25416]'}"
1782,Seitevare,Seitevare,,,Hydro,Reservoir,Sweden,PP,225.0,,68.8666667,20.35,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[46WPU0000000033U]', u'CARMA': u'[40432]'}"
1783,Selva,Selva,,,Geothermal,,Italy,PP,20.0,,43.55,11.45,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S09S1LVB]', u'CARMA': u'[40486]'}"
1784,Sendren,Sendren,,,Hydro,Run-Of-River,Italy,PP,10.0,,45.775066,7.826612,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S02SNDRY]', u'CARMA': u'[40539]'}"
1785,Serracapriola tozzi,Serracapriola,,,Wind,,Italy,PP,52.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S16SRRCC, 26WIMPI-0581860D]', u'CARMA': u'[63525]'}"
1786,Sesta,Sesta,,,Geothermal,,Italy,PP,20.0,,43.260936,11.043626,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S09S1STV]', u'CARMA': u'[62520]'}"
1787,Signayes,Signayes,,,Hydro,Run-Of-River,Italy,PP,42.0,,45.73736,7.316601,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S02SGNYI]', u'CARMA': u'[63179]'}"
1788,Sildvik,Sildvik,,,Hydro,Reservoir,Norway,PP,75.0,,68.7,15.0833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000006140]', u'CARMA': u'[41607]'}"
1789,Silkeborg,Silkeborgvaerket,,,Natural Gas,,Denmark,PP,109.0,,56.1697004359,9.54508066177,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[45V0000000000245]', u'CARMA': u'[41615]'}"
1790,Sima,Sy sima,,,Hydro,Reservoir,Norway,PP,1120.0,,60.4675,7.07193,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000008791]', u'CARMA': u'[41660]'}"
1791,Siso,Siso,,,Hydro,Reservoir,Norway,PP,229.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000617V]', u'CARMA': u'[41798]'}"
1792,Sjona,Sjona,,,Hydro,Reservoir,Norway,PP,60.3,,68.35,17.0166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000619R]', u'CARMA': u'[41840]'}"
1793,Sjonsta,Sjonsta,,,Hydro,Reservoir,Norway,PP,88.0,,67.2,15.7166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000006221]', u'CARMA': u'[41841]'}"
1794,Skarsfjord,Skarsfjord,,,Hydro,Run-Of-River,Norway,PP,5.87,,69.8008333,18.7580556,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000625W]', u'CARMA': u'[41882]'}"
1795,Skibotn,Skibotn,,,Hydro,Reservoir,Norway,PP,83.0,,69.4,20.2666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000626U]', u'CARMA': u'[41900]'}"
1796,Skjak,Skjak,,,Hydro,Reservoir,Norway,PP,35.0,,61.8666667,8.3666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000634V]', u'CARMA': u'[41917]'}"
1797,Skjerka nye,Skjerka,,,Hydro,Reservoir,Norway,PP,120.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000632Z]', u'CARMA': u'[65092]'}"
1798,Skjomen,Skjomen,,,Hydro,Reservoir,Norway,PP,360.0,,68.4,17.2666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000633X]', u'CARMA': u'[41924]'}"
1799,Skogfoss,Skogfoss,,,Hydro,Reservoir,Norway,PP,54.2,,69.3733333,29.6877778,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000636R]', u'CARMA': u'[41929]'}"
1800,Skogheim,Skogheim,,,Hydro,Reservoir,Norway,PP,9.0,,61.8166667,6.15,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000638N]', u'CARMA': u'[41931]'}"
1801,Skollenborg,Skollenborg,,,Hydro,Reservoir,Norway,PP,102.0,,59.66858,9.65017,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000639L]', u'CARMA': u'[41933]'}"
1802,Skree,Skree,,,Hydro,Reservoir,Norway,PP,8.0,,59.1865,8.0895,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000641Y]', u'CARMA': u'[41952]'}"
1803,Slind,Slind,,,Hydro,Reservoir,Norway,PP,25.0,,63.2166667,11.0333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000643U]', u'CARMA': u'[42004]'}"
1804,Smavatna,Smavatna,,,Hydro,Reservoir,Norway,PP,23.0,,69.9333333,21.7166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000648K]', u'CARMA': u'[42035]'}"
1805,Smeland,Smeland,,,Hydro,Reservoir,Norway,PP,28.0,,58.6166667,7.4166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000645Q]', u'CARMA': u'[42042]'}"
1806,Smola island,Smola,,,Wind,,Norway,PP,160.4,,63.4,8.0,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000647M]', u'CARMA': u'[42072]'}"
1807,Soa,Soa,,,Hydro,Reservoir,Norway,PP,45.0,,63.29057,9.08909,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000715V]', u'CARMA': u'[42139]'}"
1808,Solhom,Solhom,,,Hydro,Reservoir,Norway,PP,250.0,,58.3166667,6.95,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000653R]', u'CARMA': u'[42268]'}"
1809,Somplago,Somplago,,,Hydro,Run-Of-River,Italy,PP,220.0,,46.3705556,13.0436111,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPIAMENTO-1T]', u'CARMA': u'[42329]'}"
1810,Sondrio,Sondrio,,,Hydro,Run-Of-River,Italy,PP,144.1,,46.168995,9.869149,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S03SNDOY]', u'CARMA': u'[42350]'}"
1811,Songa,Songa,,,Hydro,Reservoir,Norway,PP,140.0,,59.5666667,8.0,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000654P]', u'CARMA': u'[42369]'}"
1812,Sora,Sora,,,Natural Gas,,Italy,PP,45.1,,41.715723,13.614105,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S12SDSY8]', u'CARMA': u'[59326]'}"
1813,Sorfjord,Sorfjord,,,Hydro,Reservoir,Norway,PP,87.9,,68.7030556,15.7013889,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000007201, 50WP00000000722Y]', u'CARMA': u'[42419]'}"
1814,Sospirolo,Sospirolo,,,Hydro,Reservoir,Italy,PP,40.0,,46.1394444,12.0677778,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S05SSPRY]', u'CARMA': u'[42443]'}"
1815,Soverzene,Soverzene,,,Hydro,Reservoir,Italy,PP,210.0,,46.2083333,12.3030556,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S05SVRZ0]', u'CARMA': u'[42606]'}"
1816,Sperando verdiana,Sperando,,,Hydro,Run-Of-River,Italy,PP,8.0,,44.027651,10.765107,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-V09SPRN0]', u'CARMA': u'[42665]'}"
1817,Spina,Spina,,,Wind,,Italy,PP,18.0,,41.372427,15.096142,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-P16FERT8]', u'CARMA': u'[42688]'}"
1818,Stadheim,Stadheim,,,Hydro,Reservoir,Norway,PP,5.4,,62.30964,6.93582,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000658H]', u'CARMA': u'[64399]'}"
1819,Stadsforsen,Stadsforsen,,,Hydro,Reservoir,Sweden,PP,135.0,,63.0333333,16.6166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[46WPU0000000049F]', u'CARMA': u'[43004]'}"
1820,Stalon,Stalon,,,Hydro,Reservoir,Sweden,PP,133.0,,64.8,16.016667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[46WPU0000000043R]', u'CARMA': u'[43029]'}"
1821,Stanga,Stanga,,,Hydro,Run-Of-River,Italy,PP,29.5,,46.1111111,12.1002778,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S05STNGL]', u'CARMA': u'[65904]'}"
1822,Stazzona,Stazzona,,,Hydro,Run-Of-River,Italy,PP,39.6,,46.203898,10.133854,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S03ASMTU]', u'CARMA': u'[43123]'}"
1823,Steinsfoss,Steinsfoss,,,Hydro,Reservoir,Norway,PP,125.0,,58.26936,7.97413,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000665K]', u'CARMA': u'[43182]'}"
1824,Steinsland,Steinsland,,,Hydro,Reservoir,Norway,PP,198.0,,60.9166667,5.9833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000667G]', u'CARMA': u'[43183]'}"
1825,Steinsvik,Steinsvik,,,Hydro,Run-Of-River,Norway,PP,10.0,,62.14762,6.07408,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000668E]', u'CARMA': u'[57621]'}"
1826,Stolsdal,Stolsdal,,,Hydro,Reservoir,Norway,PP,26.0,,59.2333333,6.1833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000683I]', u'CARMA': u'[43342]'}"
1827,Stordal,Stordal,,,Hydro,Reservoir,Norway,PP,36.6,,60.25,5.1333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000674J]', u'CARMA': u'[43362]'}"
1828,Storo,Storo,,,Hydro,Run-Of-River,Italy,PP,20.0,,45.8492495645,10.5802202225,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMYI-S04STROB]', u'CARMA': u'[43375]'}"
1829,Strandfossen,Strandfossen,,,Hydro,Reservoir,Norway,PP,26.0,,60.88191,11.56231,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000678B]', u'CARMA': u'[43406]'}"
1830,Straumsmo,Straumsmo,,,Hydro,Reservoir,Norway,PP,170.0,,68.7333333,18.65,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000680O]', u'CARMA': u'[43422]'}"
1831,Stuvane,Stuvane,,,Hydro,Reservoir,Norway,PP,42.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000682K]', u'CARMA': u'[43502]'}"
1832,Suio,Suio,,,Hydro,Run-Of-River,Italy,PP,8.0,,41.240815,13.932818,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S15SUIO9]', u'CARMA': u'[43594]'}"
1833,Suivana,Suviana,,,Hydro,Reservoir,Italy,PP,27.0,,44.170457,11.088812,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S08SNVNQ]', u'CARMA': u'[65545]'}"
1834,Suldal,Suldal,,,Hydro,Reservoir,Norway,PP,350.0,,59.6333333,6.8,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000684G, 50WP00000000685E]', u'CARMA': u'[43615]'}"
1835,Sundsbarm,Sundsbarm,,,Hydro,Reservoir,Norway,PP,118.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000687A]', u'CARMA': u'[43736]'}"
1836,Sundsfjord,Sundsfjord,,,Hydro,Reservoir,Norway,PP,128.0,,67.1166667,14.3,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000006888]', u'CARMA': u'[43737]'}"
1837,Sunndal,Sundal,,,Hydro,Reservoir,Norway,PP,4.6,,62.97397,8.72472,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000686C]', u'CARMA': u'[58813]'}"
1838,Svandalsflona,Svandalsflona,,,Hydro,Reservoir,Norway,PP,20.0,,59.85,6.9833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000692H]', u'CARMA': u'[43926]'}"
1839,Svartelva,Svartelva,,,Hydro,Reservoir,Norway,PP,16.0,,63.58368,9.95989,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000694D]', u'CARMA': u'[43932]'}"
1840,Svartkulp,Svartkulp,,,Hydro,Reservoir,Norway,PP,4.3,,59.65059,6.35415,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000006985]', u'CARMA': u'[43937]'}"
1841,Svean,Svean,,,Hydro,Reservoir,Norway,PP,42.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000006993]', u'CARMA': u'[43942]'}"
1842,Svelgfoss,Svelgfoss,,,Hydro,Run-Of-River,Norway,PP,110.8,,59.55936,9.25853,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WPI00000007045]', u'CARMA': u'[43946]'}"
1843,Svorka,Svorka,,,Hydro,Reservoir,Norway,PP,25.0,,62.3,5.9166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000706W]', u'CARMA': u'[43967]'}"
1844,Svorkmo,Svorkmo,,,Hydro,Reservoir,Norway,PP,61.0,,63.2666667,9.8333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000707U]', u'CARMA': u'[43968]'}"
1845,Tafjord,Tafjord,,,Hydro,Reservoir,Norway,PP,319.2,,62.0833333,5.8333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000726Q, 50WP00000000731X, 50WP00000000728M, 50WP00000000725S, 50WP00000000730Z, 50WP00000000729K, 50WP00000000727O]', u'CARMA': u'[64398, 44162, 44159, 44163]'}"
1846,Taio,Taio,,,Hydro,Reservoir,Italy,PP,161.0,,46.334602623,11.0642623901,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPII-NOCE-1C]', u'CARMA': u'[44221]'}"
1847,Taloro,Taloro,,,Hydro,Pumped Storage,Italy,PP,240.0,,40.095654,9.162334,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-T20TLRAJ]', u'CARMA': u'[44388]'}"
