None,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Set,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,File,File,File,File,File,projectID,projectID,projectID,projectID,projectID
None,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI,CARMA,ENTSOE,GEO,OPSD,WRI
2586,Osen agder,Osen,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,4.2,5.0,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[32919],50WP00000000543Y,,,
2587,Osfallet,Osfallet,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,5.5,6.4,,,,,,,,,61.1333333,,,,,11.3833333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[32922],50WP00000000544W,,,
2588,Ottana energia,Aes ottana energia s.r.l,,,,Oil,Oil,,,,,,,,,CHP,,,,,Italy,Italy,,,,140.0,80.0,,,,,,,,,40.25,,,,,9.033333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[336],26WIMPI-S20EONCO,,,
2589,Ovre moksa,Moksa,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,15.0,16.6,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33171],50WP00000000470Z,,,
2590,Ovre rossaga,Ovre rossaga,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,159.9,187.6,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33172],50WP00000000848C,,,
2591,Ovre svultingen,Ovre svultingen,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,4.5,4.5,,,,,,,,,61.22036,,,,,6.07494,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33173],50WP00000000850P,,,
2592,Ovre tessa,Ovre tessa,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,16.2,20.0,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33174],50WP00000000851N,,,
2593,Ovre vinstra,Ovre vinstra,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,140.0,150.0,,,,,,,,,61.4666667,,,,,9.3666667,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33175],50WP00000000852L,,,
2594,Oyberget,Oyberget,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,98.0,109.0,,,,,,,,,61.9166667,,,,,8.0833333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33229],50WP00000000854H,,,
2595,Ozieri,Ozieri,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Italy,Italy,,,,9.9,5.0,,,,,,,,,40.585962,,,,,9.001224,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33253],26WIMPI-S20OZRIH,,,
2596,Paisco,Paisco,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,8.4,7.0,,,,,,,,,46.030996,,,,,10.345862,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[61239],26WIMPI-S03PSCI7,,,
2597,Palazzo,Palazzo,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,46.0,46.0,,,,,,,,,39.799101,,,,,15.90748,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33397],26WIMPI-S18P2LZD,,,
2598,Pallanzeno,Pallanzeno,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,40.0,41.0,,,,,,,,,46.042020726,,,,,8.2594871521,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[61240],26WIMPI-S01PLLNA,,,
2599,Palsbu,Palsbu,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,6.2,7.2,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33493],50WP000000005500,,,
2600,Pancrazio,S.pancrazio,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Italy,Italy,,,,34.2,34.0,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[38419],26WIMPI-S04SPNCE,,,
2601,Panni,Panni,,,,Wind,Wind,,,,,,,,,PP,PP,,,,Italy,Italy,,,,19.8,19.0,,,,,,,,,41.222025,,,,,15.274648,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33580],26WIMPI-P16IAVCV,,,
2602,Pantano,Pantano d'avio,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Italy,Italy,,,,13.5,13.0,,,,,,,,,46.178199,,,,,10.329159,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[65604],26WIMPI-S03PDNTC,,,
2603,Partinico,Partinico,,,,Wind,Wind,,,,,,,,,PP,PP,,,,Italy,Italy,,,,8.5,16.0,,,,,,,,,38.043948,,,,,13.120041,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[53711],26WIMPI-S19PCRTZ,,,
2604,Paterno,Paterno' c.le,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,12.8,12.0,,,,,,,,,40.2333333,,,,,15.2333333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[33846],26WIMPI-S19PTRNG,,,
2605,Pedesina,Pedesina,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,12.0,12.0,,,,,,,,,46.08189,,,,,9.549444,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[65605],26WIMPI-S03PDSN9,,,
2606,Pelos,Pelos,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,32.0,32.0,,,,,,,,,46.5041667,,,,,12.4736111,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34085],26WIMPI-S05PLSEK,,,
2607,Penna,Penna,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,25.9,25.0,,,,,,,,,43.417645,,,,,11.723338,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[23829],26WIMPI-S09LPNNY,,,
2608,Perreres,Perreres,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Italy,Italy,,,,18.0,18.0,,,,,,,,,45.876066,,,,,7.624305,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[63178],26WIMPI-S02PRRRS,,,
2609,Pescara,Pescara,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,11.2,10.0,,,,,,,,,42.213736,,,,,13.913504,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[61238],26WIMPI-S13P1SCZ,,,
2610,Petrasi,Monte petrasi,,,,Wind,Wind,,,,,,,,,PP,PP,,,,Italy,Italy,,,,34.0,34.0,,,,,,,,,37.29354,,,,,13.793563,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[29181],26WIMPI-S19MPWPS,,,
2611,Pian della rocca,Pian della rocca,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,22.0,23.0,,,,,,,,,43.978948,,,,,10.545703,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[65810],26WIMPI-S09PDRND,,,
2612,Pianacce,Pianacce,,,,Geothermal,Geothermal,,,,,,,,,PP,PP,,,,Italy,Italy,,,,20.0,18.0,,,,,,,,,43.260936,,,,,11.043626,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34504],26WIMPI-S09PNCC3,,,
2613,Piane,Le piane,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,10.0,10.0,,,,,,,,,44.142257,,,,,11.163814,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[65542],26WIMPI-S08LPNEL,,,
2614,Picote,Picote,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Portugal,Portugal,,,,195.0,195.0,,,,,,,,,41.402654,,,,,-6.368258,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34545],16WPICOTE------0,,,
2615,Piedimulera,Piedimulera,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,7.46,7.0,,,,,,,,,46.0240849252,,,,,8.25897216797,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[65717],26WIMPI-S01PDMCO,,,
2616,Pierre cognet,Saint pierre cognet,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,France,France,,,,99.0,101.0,,,,,,,,,44.902565,,,,,5.786586,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[38722],17W100P100P0317G,,,
2617,Pietracatella,Pietracatella,,,,Wind,Wind,,,,,,,,,PP,PP,,,,Italy,Italy,,,,24.6,27.0,,,,,,,,,41.579729,,,,,14.872634,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34589],26WIMPI-S14PTRCV,,,
2618,Pietramontecorvino,Impianto pietramontecorvino,,,,Wind,Wind,,,,,,,,,PP,PP,,,,Italy,Italy,,,,48.0,48.0,,,,,,,,,41.541631,,,,,15.127541,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34592],26WIMYI-S16PTRMB,,,
2619,Pietraporzio,Pietraporzio,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,13.0,13.0,,,,,,,,,44.343724,,,,,7.035322,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34588],26WIMPI-S01PTRRQ,,,
2620,Pieve vergonte,Pieve vergonte,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,50.7,50.0,,,,,,,,,46.012976,,,,,8.260816,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34595],26WIMPI-S01PVVR6,,,
2621,Pikerfoss,Pikerfoss,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Norway,Norway,,,,16.0,18.0,,,,,,,,,59.85,,,,,9.45,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34606],50WP00000000547Q,,,
2622,Pizzone,Pizzone,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Italy,Italy,,,,19.0,19.0,,,,,,,,,41.672525,,,,,14.036415,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[34837],26WIMPI-S14PZZNZ,,,
2623,Poggi alti,Poggi alti,,,,Wind,Wind,,,,,,,,,PP,PP,,,,Italy,Italy,,,,20.0,20.0,,,,,,,,,42.688925,,,,,11.333941,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35048],26WIMPI-S09PEPA4,,,
2624,Poggio imperiale,Poggio imperiale,,,,Wind,Wind,,,,,,,,,PP,PP,,,,Italy,Italy,,,,30.0,30.0,,,,,,,,,41.825038,,,,,15.365242,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[54737],26WIMPI-S16PIGGE,,,
2625,Police,Zakłady chemiczne police sa,,,,Hard Coal,Coal,,,,,,,,,CHP,,,,,Poland,Poland,,,,101.6,100.4,,,,,,,,,53.5521390134,,,,,14.5718193054,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35112],19W0000000002353,,,
2626,Pomigliano,Pomigliano d'arco,,,,Natural Gas,Natural Gas,,,,,,,,,PP,,,,,Italy,Italy,,,,96.0,105.0,,,,,,,,,40.950713,,,,,14.376232,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[40611],26WIMPI-S15SGTL1,,,
2627,Pomorzany,Pomorzany,,,,Hard Coal,Coal,,,,,,,,,CHP,,,,,Poland,Poland,,,,120.0,134.2,,,,,,,,,53.39221,,,,,14.525685,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35156],19W000000000168T,,,
2628,Ponte annibale,Ponte annibale,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,8.45,8.0,,,,,,,,,41.099714,,,,,14.220126,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35222],26WIMPI-S15PACND,,,
2629,Ponte caffaro,Caffaro,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,41.82,46.0,,,,,,,,,45.8207845069,,,,,10.5270695686,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,"[35224, 6594]",26WIMPI-S03P1CFA,,,
2630,Ponte felice,Ponte felice,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,14.49,22.0,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35231],26WIMPI-S12PFNT3,,,
2631,Ponte gardena,Ponte gardena,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,69.59,48.0,,,,,,,,,46.597121,,,,,11.530879,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,"[65838, 35232]",26WIMPI-S04PGRDE,,,
2632,Ponte giulio,Ponte giulio,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,16.28,18.0,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35233],26WIMPI-S06PGNTJ,,,
2633,Ponte malon,Ponte malon,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,8.7,8.0,,,,,,,,,46.5555556,,,,,12.4380556,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35236],26WIMPI-S05PMNT1,,,
2634,Ponte marmora,Pont,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,9.1,14.0,,,,,,,,,44.455827,,,,,7.082721,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35237],26WIMYI-S01PANTB,,,
2635,Pontecorvo,Pontecorvo,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,19.5,18.0,,,,,,,,,41.382916,,,,,13.686911,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35266],26WIMPI-S12PNTCO,,,
2636,Portile fier,Hpp portile fier,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Romania,Romania,,,,1284.0,1161.0,,,,,,,,,44.6319444,,,,,22.6561111,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35441],30W-CHE-PDF1---A,,,
2637,Poschiavino,Poschiavino c.le,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,10.3,10.0,,,,,,,,,46.203898,,,,,10.133854,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[65607],26WIMPI-S03PCSCZ,,,
2638,Pracomune,Pracomune,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Italy,Italy,,,,42.0,35.0,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35648],26WIMPI-S04PRCMY,,,
2639,Prata,Le prata,,,,Geothermal,Geothermal,,,,,,,,,PP,PP,,,,Italy,Italy,,,,20.0,20.0,,,,,,,,,43.55,,,,,11.45,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[24762],26WIMPI-S09LPRTA,,,
2640,Prati vizze,Prati vizze,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,21.7,25.0,,,,,,,,,46.85,,,,,11.3833333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35684],26WIMPI-S04PDVRN,,,
2641,Predare,Predare,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,11.9,11.0,,,,,,,,,44.316254,,,,,10.341393,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35700],26WIMPI-S08PRDRY,,,
2642,Predazzo,Predazzo,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,15.2,15.0,,,,,,,,,46.308814,,,,,11.599686,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[65843],26WIMPI-S04PRDZ5,,,
2643,Premesa,Premesa,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,8.2,8.0,,,,,,,,,46.56662,,,,,11.56098,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[35715],26WIMPI-S04PMRM9,,,
2644,Pulawy,Za puławy,,,,Hard Coal,Coal,,,,,,,,,CHP,,,,,Poland,Poland,,,,117.0,112.0,,,,,,,,,51.4165522214,,,,,21.9693946838,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[36028],19W000000000212F,,,
2645,Quart,Quartnus,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,40.0,46.0,,,,,,,,,45.740261,,,,,7.466604,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[36249],26WIMPI-S02QRTUB,,,
2646,Quero,Quero,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,30.0,32.0,,,,,,,,,45.921807,,,,,11.9315,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[36283],26WIMPI-S05QRUEM,,,
2647,Quincinetto,Quincinetto,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,22.0,21.0,,,,,,,,,45.56296,,,,,7.807315,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[36306],26WIMPI-S01QNCNO,,,
2648,Raassaa,Rasdalen,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Norway,Norway,,,,5.0,5.2,,,,,,,,,60.1666667,,,,,12.0333333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[66233],50WP00000000557N,,,
2649,Ramfoss,Ramfoss,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,30.9,39.0,,,,,,,,,59.9333333,,,,,10.0,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[36537],50WP00000000551Z,,,
2650,Rana,Rana,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,500.0,570.2,,,,,,,,,68.35,,,,,17.0166667,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[36575],50WP00000000552X,,,
2651,Refsdal,Refsdal,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,94.8,100.0,,,,,,,,,61.0333333,,,,,6.5833333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,"[36959, 36958]",50WP00000000558L,,,
2652,Regoledo,Regoledo,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,38.1,38.0,,,,,,,,,46.135091,,,,,9.551643,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[65609],26WIMPI-S03RGLDS,,,
2653,Reinforsen,Reinforsen,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,3.4,4.0,,,,,,,,,66.35,,,,,14.3333333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[36999],50WP00000000560Y,,,
2654,Reinset,Reinset,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,4.37,5.3,,,,,,,,,60.25,,,,,6.5666667,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37002],50WP00000000561W,,,
2655,Rekvatn,Rekvatn,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,24.3,27.1,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37019],50WP00000000563S,,,
2656,Rendalen,Rendalen,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,92.0,113.1,,,,,,,,,61.7333333,,,,,11.3833333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37047],50WP00000000566M,,,
2657,Reppa,Reppa,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,9.0,11.5,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37088],50WP00000000568I,,,
2658,Resio,Resio,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,12.0,12.0,,,,,,,,,45.925692,,,,,10.250862,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37104],26WIMPI-S03RCSL7,,,
2659,Reuter,Hkw reuter,,,,Hard Coal,Coal,,,,,,,,,CHP,CHP,,,,Germany,Germany,,,,232.0,160.0,,,,,,,,,52.5243681651,,,,,13.4105300903,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37137],11WD8REUT5X----M,,,
2660,Riedersbach,Kraftwerk riedersbach,,,,Hard Coal,Coal,,,,,,,,,CHP,,,,,Austria,Austria,,,,215.0,150.0,,,,,,,,,47.75,,,,,13.8333333,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37295],14WENERGIEAGWR05,,,
2661,Riga hpp,Riga hpp,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Latvia,Latvia,,,,402.0,402.0,,,,,,,,,56.9460041154,,,,,24.1058921814,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37317],43W-RIG-HPP----1,,,
2662,Riksheimdal,Riksheimdal,,,,Hydro,Hydro,,,,,,,,,PP,PP,,,,Norway,Norway,,,,4.6,4.0,,,,,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[37340],50WP00000000572R,,,
2663,Rio riva,Rio riva,,,,Hydro,Hydro,,,,,Run-of-river,,,,PP,PP,,,,Italy,Italy,,,,16.9,18.0,,,,,,,,,46.920333,,,,,11.954483,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,,[58909],26WIMPI-S04CTNB6,,,
